NA2O(WT%),MGO(WT%),AL2O3(WT%),SIO2(WT%),P2O5(WT%),K2O(WT%),CAO(WT%),TIO2(WT%),MNO(WT%),FEOT(WT%),RB(PPM),V(PPM),CR(PPM),CO(PPM),NI(PPM),BA(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),TH(PPM),TECTONIC SETTING,longitude,latitude,AGE,PUBLICATION_YEAR
1.79,7.6,14.44,49.95,0.09,0.06,12.68,1.2,0.19,,0.75,,210.0,397.0,67.0,,87.2,31.4,59.0,2.4,1.5,,,6.68,2.63,0.86,,0.599,,,,3.4,,1.5,0.075,0.073,BACK-ARC_BASIN,-176.446,-18.664,,1990
2.65,6.94,14.3,50.24,0.14,0.22,11.85,1.46,0.19,,1.93,355.0,148.0,46.3,60.0,19.7,112.0,37.5,94.5,3.06,3.61,10.6,1.79,9.33,3.22,1.14,4.4,0.772,5.15,1.13,3.29,3.01,0.447,2.11,0.173,0.233,BACK-ARC_BASIN,149.258,-3.502,,1998; 2003; 2004; 2010
2.6,9.05,15.18,49.21,0.15,0.39,10.5,1.65,0.18,10.74,6.7,280.0,380.0,,200.0,51.0,144.0,33.6,108.0,5.0,5.86,15.2,2.33,11.7,3.98,1.43,5.12,0.96,6.29,1.34,3.75,3.36,0.54,2.82,0.38,0.52,BACK-ARC_BASIN,175.82,-14.6319,,2016
2.81,6.95,14.25,51.04,0.12,0.09,11.63,1.41,0.2,11.63,0.8,381.4,202.7,,75.7,9.0,88.1,40.1,85.9,1.4,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,-176.426,-18.61,,1992; 1993
2.38,7.46,17.14,49.0,0.1,0.11,12.38,0.93,0.1,7.34,6.8,113.0,244.0,32.0,90.0,40.0,205.0,23.0,58.0,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,144.532,18.013,,1982
3.49,7.75,15.58,50.38,0.27,0.11,11.24,1.47,0.18,8.75,1.26,,253.0,36.9,86.0,11.5,136.0,25.0,90.2,1.87,3.26,10.8,1.95,10.2,3.41,1.25,4.39,0.772,5.18,1.06,2.92,2.83,0.409,2.81,0.119,0.116,BACK-ARC_BASIN,-29.962,-58.61,,2002
1.78,8.18,17.18,47.99,0.15,0.3,13.79,0.91,0.19,,6.8,339.4,183.0,44.1,52.4,26.87,323.0,18.5,41.5,1.82,4.55,10.67,1.75,8.64,2.43,0.83,2.77,0.46,2.89,0.62,1.7,1.57,0.24,1.14,0.18,0.495,BACK-ARC_BASIN,139.32,31.64,,2010
1.2,9.36,14.98,52.31,0.08,0.27,11.64,0.6,0.16,,11.0,,666.0,,145.0,70.0,141.0,15.0,29.0,1.0,,6.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,-176.775,-20.709,,1994
3.4,6.57,15.56,50.44,0.17,0.36,10.43,1.47,,9.3,3.93,,,,,75.2,182.0,,,,,16.1,,12.3,3.82,1.38,,,5.6,,3.48,3.27,0.5,,,,BACK-ARC_BASIN,144.75,17.48,,1982
1.95,7.52,16.63,50.27,0.13,0.24,12.76,1.14,0.17,8.93,4.0,276.0,161.0,,67.0,40.0,135.0,23.0,46.0,0.0,,6.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,-177.303,-18.5008,,1994; 1992
2.18,7.6,14.89,51.02,0.095,0.063,12.12,1.07,0.19,9.87,1.02,304.0,181.0,42.7,73.0,8.3,86.0,26.9,54.4,0.73,1.54,5.33,1.02,5.88,2.19,0.83,0.63,3.48,4.34,0.96,2.77,2.9,0.45,1.56,0.06,0.066,BACK-ARC_BASIN,-176.099,-19.977,,2009
2.79,6.48,16.3,50.6,0.12,0.23,11.3,1.19,0.15,,3.76,205.0,314.0,43.8,109.0,26.1,188.0,25.5,81.9,5.18,4.16,11.0,1.7,9.0,3.03,1.13,3.65,0.65,4.48,0.98,2.61,2.48,0.357,2.15,0.33,0.39,BACK-ARC_BASIN,115.047,12.9196,,2018
2.73,7.69,14.7,50.2,0.1,0.21,11.82,1.39,0.18,,5.5,264.0,207.0,41.0,56.0,42.0,148.0,29.9,81.0,5.2,5.2,,,9.9,,0.93,,,4.8,,2.8,2.86,,,,,BACK-ARC_BASIN,174.05,-16.8,,1994
2.11,6.5,15.93,51.3,0.08,0.17,11.29,0.96,0.17,9.28,2.8,376.0,116.0,35.0,55.0,40.7,119.0,23.1,47.2,0.69,1.91,6.13,1.08,6.17,2.24,0.86,2.9,0.56,3.86,0.86,2.32,2.65,0.44,1.41,0.04,0.08,BACK-ARC_BASIN,-176.143,-20.583,,1994; 2007
2.35,7.46,14.08,50.33,0.08,0.09,12.14,1.22,0.22,11.85,,307.0,278.0,43.0,68.0,,98.0,,48.0,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,-176.449,-18.82,,1990
2.58,6.42,17.32,51.73,0.2,0.54,10.47,1.08,0.17,,13.3,250.0,137.0,34.0,69.0,107.0,258.0,26.5,93.0,4.2,9.21,21.8,3.01,13.63,3.56,1.21,3.94,0.67,4.17,0.89,2.61,2.5,0.38,2.26,0.29,1.32,BACK-ARC_BASIN,126.635,27.0215,,1999
3.07,6.43,16.6,51.4,0.17,0.24,11.22,1.27,,7.94,4.26,251.0,209.0,34.2,139.0,40.6,214.0,29.7,94.8,2.69,5.3,14.7,2.16,11.7,3.61,1.36,4.6,0.74,5.22,1.01,3.23,3.06,0.43,2.33,0.19,0.412,BACK-ARC_BASIN,144.66,18.75,,1998; 2000; 2005
2.31,9.04,17.3,48.43,0.16,0.54,12.05,0.71,0.14,,8.0,193.0,379.0,,195.0,33.0,261.0,,40.0,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,144.777,17.954,,1985
2.41,6.61,17.43,48.17,0.21,0.36,11.35,1.21,0.21,,5.33,336.0,91.0,37.0,36.0,28.6,246.0,26.0,74.0,,,10.1,,9.1,2.92,1.05,3.7,,3.78,,2.06,1.91,0.31,,,,BACK-ARC_BASIN,139.75,31.0,,1989
2.83,7.1,14.06,50.08,0.11,0.07,11.3,1.56,0.21,,0.0,520.0,210.0,37.0,110.0,12.0,80.0,39.0,90.0,1.7,2.8,7.0,,12.0,2.3,1.1,7.1,,9.0,1.7,4.3,3.9,,5.0,,,BACK-ARC_BASIN,-176.421,-18.612,,1997
2.359,7.328,14.66,50.984,0.154,1.377,10.867,0.677,0.227,10.61,16.6677722048629,344.318163586665,245.401328229263,,57.3621609285618,215.51294891175,287.91269645733,15.6441095429269,31.092254658213,0.837844032706788,4.25685352045624,10.1223959253968,1.52220144971292,7.58860042761755,2.0896829798523,0.68841375830258,2.30577824177474,0.390206679706755,2.53845312826539,0.545280473801954,1.60685009810772,1.54235638559203,0.239175987051902,0.963302241162068,0.055321365704949,0.414658064920095,BACK-ARC_BASIN,130.602,27.756,EOCENE,2022
2.65,7.73,14.76,49.7,0.2,0.16,11.45,1.82,0.18,,3.5,301.0,265.0,39.0,101.0,20.0,116.0,,,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,173.458,-19.27,,1991
2.8,9.36,17.4,48.04,0.11,0.1,11.17,1.04,0.14,7.68,0.9,,,,161.0,17.0,237.0,19.0,80.0,0.3,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,134.536,38.616,MIOCENE,1994
2.44,6.66,16.77,50.92,0.12,0.32,12.09,0.97,,8.02,5.0,244.0,238.0,33.9,75.0,66.0,210.0,23.2,56.1,2.38,3.94,9.44,1.53,7.51,2.45,0.9,3.11,0.56,3.82,0.78,2.33,2.2,0.34,1.57,0.152,0.415,BACK-ARC_BASIN,144.793,16.1818,,2003; 2005
3.08,5.54,17.44,52.5,0.23,0.58,10.55,1.23,0.15,7.91,13.1,252.0,,,95.0,47.0,245.0,29.0,86.0,,7.89,,,13.42,3.71,,,,,,,,,,,,BACK-ARC_BASIN,144.75,18.03,,1990
2.82,7.0,14.54,49.6,0.2,0.37,11.54,1.74,0.18,,8.0,263.0,225.0,40.0,92.0,30.0,181.0,,,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,173.818,-16.669,,1991
3.83,7.17,16.15,51.78,0.15,0.43,9.42,1.48,0.16,,6.0,255.0,300.0,,104.0,66.0,172.0,31.0,107.0,2.0,5.0,17.0,,,,,,,,,,,,,,2.0,BACK-ARC_BASIN,177.25,-36.25,,1994
3.01,6.77,14.65,49.66,0.18,0.16,11.54,2.0,0.29,11.88,2.75,,700.0,,380.0,30.0,110.0,,,,,,,12.04,4.39,,,,,,,,,,,,BACK-ARC_BASIN,-176.825,-16.923,,1972; 1977; 1988
2.33,8.14,14.84,49.63,0.07,0.05,12.36,0.98,0.17,,0.509,306.0,279.0,48.1,102.0,5.17,73.2,26.6,51.1,0.873,1.42,5.13,0.949,5.78,2.25,0.856,3.23,0.64,4.08,0.916,2.74,2.6,0.387,1.5,0.062,0.069,BACK-ARC_BASIN,149.015,-3.42,QUATERNARY,1998; 2001; 2003; 2004; 2010
2.63,5.52,14.1,47.1,0.45,0.51,9.83,4.12,0.17,,6.0,,53.0,,40.0,151.0,424.0,38.0,290.0,34.0,32.0,70.0,,,,,,,,,,,,,,4.0,BACK-ARC_BASIN,132.775,24.7007,,1980
2.27,7.6,14.38,50.69,0.07,0.04,12.41,0.97,0.19,,0.372,318.0,142.0,50.6,92.2,4.05666666666667,72.9933333333333,24.97,48.0133333333333,0.628,1.34733333333333,5.11633333333333,0.971,5.93,2.348,0.897333333333333,3.30733333333333,0.603666666666667,4.47933333333333,0.808,2.899,2.928,0.423,1.41033333333333,0.0397666666666667,0.052,BACK-ARC_BASIN,149.478,-3.528,,1998; 2003; 2004; 2010; 2020
2.91,6.85,15.21,50.05,0.2,0.31,11.08,2.0,0.2,10.82,7.75,346.0,184.0,38.2,80.2,68.9,167.0,34.3,130.0,7.81,8.65,20.6,3.1,15.7,4.39,1.46,5.46,0.951,6.15,1.38,3.76,3.57,0.537,3.11,0.497,0.758,BACK-ARC_BASIN,-176.08,-14.82,,2012
2.32,7.77,14.22,50.5,0.08,0.09,11.73,1.58,0.19,,3.5,307.0,272.0,40.0,98.0,20.0,84.0,,,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,173.52,-18.818,,1991
1.92,7.48,14.96,51.1,0.07,0.03,12.03,1.0,0.17,,0.68,365.0,246.0,42.0,68.0,9.1,61.0,24.6,47.2,0.67,1.51,5.03,0.92,5.09,2.04,0.76,2.88,0.58,4.01,0.9,2.72,2.79,0.44,1.33,0.04,0.06,BACK-ARC_BASIN,-176.087,-20.092,,1995
2.53,8.24,16.0,48.9,0.11,0.1,11.86,1.2,0.15,8.55,3.0,,299.0,,127.0,29.0,199.0,27.0,83.0,2.0,3.0,10.0,,,,,,,,,,,,,,1.0,BACK-ARC_BASIN,137.44,29.328,,1980
2.65,7.11,16.3,49.9,0.14,0.07,12.11,1.36,0.16,9.15,0.0,,263.0,,94.0,17.0,164.0,30.0,98.0,1.0,2.0,12.0,,,,,,,,,,,,,,0.0,BACK-ARC_BASIN,137.44,29.328,,1980
2.4515375,8.206425,15.5206625,49.087825,0.1289625,0.1552375,12.2802375,1.5360375,0.1855625,10.579625,3.65328218204243,336.237667731437,259.829497705595,44.6217860804524,121.638686893332,28.0318636873229,88.509975154146,31.8285999641932,86.2137679815405,3.36368983640854,3.32415833788941,9.45281632623081,1.66854385659023,9.31267375992212,3.28123381915297,1.18595083202587,4.63041956353591,0.835350665817391,5.41429854034736,1.15534735256139,3.45787471297568,3.36063882132823,0.490002857054781,2.39309293933596,0.222808937429262,0.285708166888954,BACK-ARC_BASIN,-177.2,-15.73,,2012
2.69,6.54,16.67,49.54,0.18,0.17,11.56,1.56,0.18,9.37,2.0,,198.0,,50.0,42.0,151.0,35.0,121.0,5.0,4.8,16.0,,,,1.41,,0.83,,,,,,2.99,,0.0,BACK-ARC_BASIN,137.44,29.328,,1980; 1981
2.37,7.26,17.27,50.0,0.05,0.06,13.06,1.1,0.15,,1.5,221.0,303.0,46.0,86.0,20.0,110.0,,,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,173.419,-18.2268,,1991
2.57,9.04,15.9,48.6,0.11,0.17,11.16,1.14,0.16,8.23,3.0,,299.0,,147.0,29.0,172.0,26.0,82.0,1.0,2.0,12.0,,,,,,,,,,,,,,0.0,BACK-ARC_BASIN,137.44,29.328,,1980
2.3283036673393,8.46720677850395,16.6341394853879,51.6653113674467,0.127799696814545,0.38661165155759,10.8539389011033,0.802638315814836,0.154604503609112,8.57944563242277,10.5141,165.4092,215.4505,42.9144,170.7967,24.7736,153.0079,19.7044,49.2558,0.9207,2.9322,7.0289,1.0663,5.8411,1.9685,0.8089,2.8125,0.4833,3.4543,0.7573,2.2072,2.2342,0.3286,1.3171,0.0646,0.1963,BACK-ARC_BASIN,144.438,19.145,,2021
2.68,6.55,15.7,51.5,0.1,0.79,10.75,1.17,0.14,8.49,8.0,,203.0,,128.0,82.0,179.0,27.0,82.0,2.0,9.0,12.0,,11.0,,,,,,,,,,,,0.0,BACK-ARC_BASIN,144.532,18.013,PLEISTOCENE,1980
2.57,7.37,14.8,49.4,0.17,0.35,11.49,1.66,0.14,,4.0,,241.0,,98.0,26.0,168.0,38.0,120.0,7.0,9.0,19.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,137.441,29.3275,,1980
2.77,7.12,15.8,50.1,0.21,0.4,11.8,1.56,0.18,10.05,11.25,279.0,236.0,39.8,74.6,108.5,204.0,23.0,107.2,10.79,10.3,20.98,3.21,14.2,3.75,1.4,4.3,0.78,5.06,1.051,3.08,2.87,0.4,2.77,0.568,1.295,BACK-ARC_BASIN,-175.976,-14.696,,2012
4.65,7.07,16.79,48.1,0.27,0.17,9.34,2.18,0.18,9.88,,240.0,,,,1.8,243.0,48.0,247.0,1.1,6.13,24.5,3.62,19.9,6.0,1.98,6.32,1.09,7.33,1.66,4.85,4.53,,4.35,,0.07,BACK-ARC_BASIN,156.454,-8.7565,,1987; 1987
2.659,5.014,15.117,52.873,0.137,0.198,9.354,1.303,0.184,11.364,3.4597,382.151,6.511,37.805,23.6806,49.847,121.721,31.687,68.819,1.222,2.51,7.892,1.407,7.857,2.798,1.038,4.162,0.737,5.08,1.125,3.257,3.26,0.521,1.968,0.088,0.162,BACK-ARC_BASIN,-176.193,-20.7175,,2013
2.63,6.18,18.76,49.5,0.36,0.44,12.39,1.16,0.12,,4.74,266.0,255.0,,,76.1,300.0,25.2,94.2,9.78,8.45,18.4,2.35,11.3,2.93,1.1,3.46,0.6,3.88,0.85,2.39,2.3,0.35,2.1,0.69,0.95,BACK-ARC_BASIN,137.258,28.844,,2009
2.57,4.88,13.1,50.5,0.42,0.79,9.34,4.07,0.16,12.05,12.0,,54.0,,41.0,206.0,398.0,36.0,270.0,31.0,28.0,66.0,,,,,,,,,,,,,,4.0,BACK-ARC_BASIN,132.775,24.701,,1980
2.108,6.172,14.726,51.846,0.104,0.239,11.049,0.99,0.2,11.097,3.4797,304.901,14.985,40.949,36.8251,54.3289,143.849,20.875,41.649,0.539,2.013,5.965,1.03,5.633,1.936,0.762,2.802,0.506,3.368,0.74,2.111,2.118,0.333,1.203,0.046,0.158,BACK-ARC_BASIN,-176.608,-22.1183,,2013
2.89,6.74,17.1,51.32,0.15,0.4,11.36,1.22,,8.4,5.95,,,,,50.7,204.0,,,,4.34,13.3,,10.1,3.08,1.13,4.16,,4.56,,2.82,2.72,,,,,BACK-ARC_BASIN,144.07,20.04,,1998
2.02,10.08,16.34,48.7,0.1,0.31,11.34,0.95,0.12,8.05,4.9,109.0,429.0,31.0,220.0,42.0,137.0,25.0,66.0,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,144.532,18.013,,1982
2.39,7.14,17.62,48.84,0.36,0.09,11.52,1.08,,9.8,1.6,,,,40.0,23.0,244.0,33.0,48.0,1.7,6.4,,,,,,,,,,,,,,,,BACK-ARC_BASIN,139.87,30.916,,1992
2.68,6.31,16.4,49.8,0.18,0.15,11.78,1.56,0.23,9.52,1.0,,216.0,,49.0,43.0,155.0,34.0,112.0,4.0,6.0,14.0,,,,,,,,,,,,,,0.0,BACK-ARC_BASIN,137.44,29.328,,1980
2.46,8.6,16.47,49.21,0.099,0.073,11.99,1.19,0.16,9.59,0.676,237.0,292.0,42.0,143.0,7.72,123.0,27.2,71.1,1.57,2.56,7.3,1.35,7.7,2.7,1.02,4.12,0.752,4.98,1.04,2.95,2.91,0.446,1.97,0.112,0.139,BACK-ARC_BASIN,174.273,-16.612,,2023; 1993
3.26,5.92,17.74,49.25,0.14,0.45,11.23,1.66,0.11,,3.71,,153.0,35.0,51.0,34.6,191.0,,,,9.0,25.1,,,4.8,1.46,,,,,,3.6,0.62,,,,BACK-ARC_BASIN,144.83,17.172,,1972
3.75,4.77,15.14,52.7,0.36,0.49,9.04,1.69,0.2,8.94,6.83,,70.4,28.3,37.0,107.0,234.0,27.5,118.0,8.53,9.08,20.7,3.04,13.9,3.92,1.36,4.59,0.798,5.11,1.09,3.05,2.97,0.439,3.01,0.484,0.977,BACK-ARC_BASIN,-30.325,-56.034,,2002
3.56,6.18,16.12,50.77,0.2,0.31,10.55,1.68,,8.86,3.5,269.0,205.0,36.0,73.0,41.0,197.0,37.0,133.6,6.12,6.36,16.61,2.65,12.97,4.17,1.38,5.01,0.89,5.73,1.23,3.54,3.43,0.54,3.07,0.378,0.474,BACK-ARC_BASIN,144.509,15.296,,2003; 2005
3.87,7.59,16.33,52.21,0.33,1.18,8.2,1.26,0.12,,23.0,30.0,200.0,22.0,150.0,400.0,500.0,,180.0,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,151.053,-9.7925,,1997
1.95,11.68,14.18,50.44,,0.05,12.22,0.7,0.17,,1.26,245.0,301.0,50.4,102.0,2.5,74.7,18.8,29.8,0.31,0.66,2.74,0.56,3.5,1.53,0.62,2.21,0.43,3.2,0.71,2.03,2.16,0.33,0.98,0.033,0.022,BACK-ARC_BASIN,134.318,27.3836,,2018
2.11,8.62,16.05,51.08,0.17,0.42,11.84,0.99,0.17,,8.6,266.0,295.0,43.0,104.0,71.0,241.0,20.3,55.0,3.3,5.21,12.54,1.82,8.73,2.56,0.99,2.96,0.52,3.29,0.7,2.03,1.9,0.29,1.42,0.23,0.64,BACK-ARC_BASIN,127.119,27.5735,,1999
2.71,6.89,15.9,49.7,0.21,0.17,11.27,1.57,0.16,,2.0,,238.0,,59.0,65.0,160.0,37.0,130.0,8.0,8.0,22.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,137.684,28.6375,,1980
3.64,6.07,17.55,48.57,0.16,0.4,11.13,1.54,0.16,,3.59,244.0,239.0,,79.0,18.61,169.0,43.0,130.0,,,13.64,,11.09,3.52,1.39,4.88,,5.51,,3.62,3.47,,,,,BACK-ARC_BASIN,144.967,17.747,,1985
2.77,5.77,16.9,49.8,0.15,0.33,11.7,1.31,0.17,,5.93,234.0,293.0,38.8,80.1,32.4,183.0,31.1,109.0,6.68,5.82,15.2,2.28,11.6,3.6,1.28,4.32,0.76,5.34,1.19,3.23,3.11,0.462,2.68,0.42,0.57,BACK-ARC_BASIN,115.047,12.9196,,2018
2.13782092746728,6.09185932093619,15.7089743133439,51.4857747949159,0.268022273231763,1.00184396418726,11.2987164572781,0.910993605485013,0.183256638095367,9.68502043261716,16.2034448969415,248.094849150196,384.294790532728,41.7323386154546,91.2920995699965,138.766298869939,218.741805791681,18.0897743629398,42.8243386297885,1.90642606392898,3.81968896389345,9.49549710008007,1.47539719732701,7.47785225561544,2.20800693261737,0.797698289466558,2.76587063478757,0.461752707723151,2.95036904490023,0.638736309429139,1.81924918357819,1.79917349326984,0.284889887239712,1.15109220917275,0.123604569790831,0.412252694635769,BACK-ARC_BASIN,-174.574,-16.134,,2012
2.83,8.26,15.04,48.64,0.16,0.24,10.63,1.51,0.18,,3.0,245.0,324.0,,129.0,21.0,194.0,31.0,90.0,3.0,4.4,11.4,1.7,9.2,3.2,1.2,4.2,0.7,5.0,1.0,2.9,2.5,0.3,,,0.3,BACK-ARC_BASIN,138.232,40.189,MIOCENE,1992; 1995
3.66,7.11,15.04,49.36,0.21,0.37,10.65,1.58,0.16,,2.0,272.0,210.0,,100.0,23.66,165.0,38.0,132.0,10.0,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,144.72,17.977,,1985
3.38,6.13,16.82,52.2,,0.16,11.17,1.27,0.16,8.38,3.26,305.0,162.0,35.9,53.4,50.0,167.0,22.1,68.9,0.932,2.55,9.88,1.68,8.7,2.64,1.21,3.5,0.58,3.8,0.778,2.36,2.21,0.35,1.88,0.127,0.211,BACK-ARC_BASIN,179.545,-33.467,,2012
2.94,5.3,16.8,50.5,0.14,0.21,11.2,1.36,0.17,,3.54,230.0,196.0,42.3,88.6,28.6,184.0,30.4,107.0,5.92,4.65,14.1,2.11,11.1,3.54,1.28,4.17,0.78,5.34,1.18,3.14,3.14,0.457,2.67,0.37,0.4,BACK-ARC_BASIN,115.047,12.9196,,2018
2.08,7.45,14.47,51.5,0.08,0.05,11.48,1.11,0.19,,2.0,399.0,129.0,45.0,61.0,9.5,66.0,28.6,59.0,0.95,1.72,5.73,1.06,6.29,2.38,0.88,3.53,0.65,4.5,1.04,3.12,3.04,0.46,1.45,0.08,0.06,BACK-ARC_BASIN,-176.133,-20.567,,1995
3.09666666666667,6.2195,15.045,50.466,0.21,0.242833333333333,10.7795,1.62116666666667,0.22,10.26,2.28723533859285,,,,,17.1,156.240324079437,32.4,101.1,2.25,4.29010830369545,12.7448256896855,2.12,11.4757613957365,3.7448258046152,1.30308935012047,4.77,0.82,5.8799507598252,1.21,3.47,3.56662626701936,0.52,2.73176785454374,0.158961642445262,0.228902868276425,BACK-ARC_BASIN,136.057,28.984,,2010
2.48,8.54,16.25,48.83,0.16,0.29,11.86,1.61,0.18,9.77,5.31,240.0,314.0,44.3,166.0,47.3,177.0,21.2,89.5,5.78,5.27,13.6,2.13,10.3,2.94,1.05,0.647,0.623,3.91,0.824,2.26,2.11,0.32,2.29,0.392,0.429,BACK-ARC_BASIN,-176.04,-14.78,,2012
2.7,7.73,14.61,50.76,0.12,0.11,12.16,1.32,0.21,,3.0,288.0,117.0,,49.0,27.0,129.0,30.0,69.0,3.0,3.0,9.5,1.63,8.4,2.87,1.24,4.06,,4.93,,3.19,3.1,,,,4.0,BACK-ARC_BASIN,174.1,-16.813,,1990
2.86,7.86,17.26,50.55,0.14,0.21,11.6,1.18,0.16,7.63,1.0,,214.0,,120.0,25.0,208.0,27.0,85.0,0.0,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,144.83,18.2,,1990
2.62,7.78,16.2,49.7,0.11,0.05,12.07,1.22,0.14,8.54,1.0,,315.0,,117.0,21.0,152.0,27.0,85.0,3.0,3.0,16.0,,,,,,,,,,,,,,0.0,BACK-ARC_BASIN,137.44,29.328,,1980
3.6,5.2,16.71,51.86,0.2,0.65,10.07,1.45,0.16,,12.0,,50.0,,42.0,45.0,197.0,33.0,134.0,2.0,,14.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,-177.862,-18.568,,1994
2.7,6.12,16.2,49.6,0.18,0.26,13.46,1.24,0.14,,4.0,,220.0,,45.0,37.0,186.0,33.0,84.0,3.0,4.0,10.0,,,,1.22,,0.64,,,,,,2.23,,0.2,BACK-ARC_BASIN,136.057,28.9833,,1980; 1980
2.83,7.81,16.33,51.25,0.16,0.47,10.88,0.93,0.16,9.19,3.5,243.0,229.0,,22.0,93.0,244.0,,39.0,2.39,2.99,7.3,1.1,5.59,1.75,0.71,2.19,0.42,2.61,0.55,1.57,1.55,0.24,1.04,0.19,0.37,BACK-ARC_BASIN,177.84,-35.89,,2010
1.57,8.46,16.64,50.99,0.07,0.38,11.46,0.78,0.16,,5.2,309.0,191.0,36.7,114.0,47.5,163.0,13.7,25.1,0.83,1.96,5.17,0.9,5.09,1.7,0.75,2.24,0.41,2.64,0.61,1.67,1.58,0.25,1.03,,0.25,BACK-ARC_BASIN,-176.87,-22.81,,2009
2.56,6.26,17.2,49.7,0.16,0.39,11.9,0.95,0.18,,,297.0,73.0,,40.0,35.0,278.0,21.0,57.0,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,139.85,30.987,,1990
2.24,7.97,16.22,49.98,0.17,0.47,11.8,0.98,0.16,9.02,14.8,,,,,99.6,263.6,19.7,59.2,2.7,5.9,13.6,,9.1,2.7,0.9,,,,,,2.0,0.3,1.5,0.2,1.2,BACK-ARC_BASIN,127.13,27.465,CENOZOIC,2006
2.15,6.2,16.55,51.1,0.1,0.29,11.0,0.73,0.2,,,303.0,58.0,,29.0,41.0,197.0,20.0,54.0,,,7.2,,5.8,1.8,0.7,2.6,,2.7,,1.6,1.7,,,,,BACK-ARC_BASIN,139.973,31.11,,1990
1.92,8.01,15.84,50.8,0.08,0.11,12.43,0.86,0.16,8.36,1.55,325.0,271.0,37.0,81.0,17.8,172.0,20.0,36.7,0.4,1.49,4.64,0.78,5.05,1.9,0.76,2.64,0.47,3.18,0.72,2.09,2.13,0.34,0.85,0.03,0.05,BACK-ARC_BASIN,-176.133,-20.057,,1994; 2007
3.67,6.44,15.42,51.57,0.18,0.26,10.9,1.72,,9.67,2.3,281.0,132.0,38.7,51.0,29.0,197.0,36.8,129.5,5.77,5.83,16.08,2.56,12.91,4.13,1.43,4.89,0.89,5.87,1.25,3.45,3.41,0.51,3.17,0.35,0.362,BACK-ARC_BASIN,144.5,15.085,,2003; 2005
3.75,4.97,15.48,52.41,0.15,0.27,9.51,1.61,0.24,11.61,3.54,,,,,40.1,144.0,25.9,42.6,0.61,2.21,5.76,1.01,5.53,2.33,0.87,3.48,0.45,4.03,0.91,2.53,2.31,0.44,1.4,0.09,0.15,BACK-ARC_BASIN,-177.303,-18.5008,,1994
2.97,6.75,15.74,51.17,0.14,0.48,11.22,1.27,0.15,,8.19,273.0,126.0,31.2,57.3,53.8,202.0,25.8,89.8,4.35,5.45,13.9,2.11,10.9,3.28,1.24,3.6,0.73,4.55,1.01,2.91,2.77,0.44,2.4,0.46,0.63,BACK-ARC_BASIN,144.681,18.22,,2019
2.69,5.41,17.05,48.29,0.1,0.63,11.36,1.18,0.11,,8.34,238.0,359.0,,72.8,21.1,129.0,26.5,66.3,1.32,7.06,7.55,1.95,10.16,3.17,1.13,4.06,0.74,4.63,0.99,2.78,2.56,0.38,1.78,0.1,0.195,BACK-ARC_BASIN,137.774,28.563,,2009
1.92,8.73,14.17,50.75,0.3,0.91,11.7,0.64,0.16,8.69,15.0,361.0,337.0,,86.0,146.0,423.0,,,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,169.8,-16.0,,1987
3.01,7.57,16.58,51.41,0.18,0.37,10.98,1.26,,7.58,4.0,223.0,291.0,34.4,108.0,36.0,200.0,28.1,92.8,3.57,5.91,14.41,2.31,11.17,3.25,1.17,3.91,0.66,4.38,0.92,2.62,2.57,0.4,2.31,0.235,0.443,BACK-ARC_BASIN,144.73,18.15,,1998; 2005
3.24,5.04,15.39,51.89,0.19,0.54,9.45,1.55,0.2,,9.3,344.0,24.2,,21.7,68.0,158.1,38.8,103.8,3.5,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,-174.82,-15.5993,,1992
3.06,6.09,15.81,49.98,0.16,0.2,11.45,1.72,0.16,,,266.0,220.0,40.0,90.0,,123.0,48.0,110.0,150.0,3.9,10.0,1.6,11.0,3.4,1.3,4.7,0.9,6.6,1.3,3.8,3.7,0.6,2.7,,,BACK-ARC_BASIN,140.185,17.118,,1978
