NA2O(WT%),MGO(WT%),AL2O3(WT%),SIO2(WT%),P2O5(WT%),K2O(WT%),CAO(WT%),TIO2(WT%),MNO(WT%),FEOT(WT%),RB(PPM),V(PPM),CR(PPM),CO(PPM),NI(PPM),BA(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),TH(PPM),TECTONIC SETTING,longitude,latitude,AGE,PUBLICATION_YEAR
2.42,7.05,14.43,52.5,0.09,0.06,11.07,1.21,0.19,,2.0,399.0,77.0,41.0,48.0,13.5,75.0,30.0,65.4,1.67,2.21,7.09,1.21,7.17,2.55,1.03,3.77,0.71,4.7,1.0,3.1,3.21,0.49,1.43,0.12,0.12,BACK-ARC_BASIN,-175.993,-19.688,,1995
2.78,6.77,16.0,49.4,0.15,0.25,13.79,1.16,0.1,6.56,4.0,,240.0,,130.0,29.0,182.0,26.0,86.0,0.0,4.0,13.0,,,,,,,,,,,,,,1.0,BACK-ARC_BASIN,136.057,28.983,,1980
2.31,7.52,17.57,50.6,0.37,0.63,10.2,0.61,0.12,,11.0,248.0,49.0,59.0,70.0,63.0,368.0,23.8,51.0,4.0,10.0,30.0,,10.1,2.89,0.95,2.98,,2.73,,1.73,1.73,0.31,,,,BACK-ARC_BASIN,121.295,8.7853,,1991; 1991
2.11,7.63,15.76,50.48,0.1,0.21,13.18,0.9,0.18,8.69,6.47,,363.0,,97.0,25.3,179.0,24.8,63.0,1.88,3.24,9.22,1.5,8.11,2.73,,,0.55,4.09,0.88,2.39,2.16,0.24,1.75,,0.13,BACK-ARC_BASIN,-174.805,-15.6883,,2012; 2011
2.61,7.48,14.83,50.3,0.3,0.55,11.12,1.33,0.16,,10.0,241.0,256.0,38.0,115.0,85.0,134.0,,,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,173.488,-18.119,,1991
2.52,8.62,16.55,49.36,0.109,0.088,12.26,1.24,0.176,9.85,0.796,282.0,328.0,46.8,163.0,8.57,123.0,24.2,65.3,1.61,2.53,8.19,1.4,7.56,2.63,1.03,3.81,0.66,4.33,0.927,2.55,2.53,0.377,1.82,0.099,0.111,BACK-ARC_BASIN,174.273,-16.612,,2023; 1993
2.69,9.84,15.51,49.21,0.13,0.49,11.52,0.8,0.16,9.66,7.7,284.0,470.0,,160.0,154.0,276.0,16.5,48.0,2.22,4.99,11.6,1.7,8.19,2.3,0.88,2.76,0.46,2.93,0.62,1.75,1.69,0.26,1.38,0.14,0.7,BACK-ARC_BASIN,177.94,-35.84,,2010
1.87,6.3,18.47,50.7,0.06,0.27,12.2,0.65,,9.02,6.7,,,,,146.0,346.0,,,,3.25,7.57,,5.31,1.55,0.695,2.3,,2.62,,1.65,1.67,,,,,BACK-ARC_BASIN,142.79,22.38,,1998
2.88,7.36,17.08,50.42,0.25,0.33,11.34,1.16,0.18,7.79,5.11,254.0,230.0,,105.0,51.0,198.0,27.0,88.0,6.0,,,,10.05,3.1,,,,,,,,,,,,BACK-ARC_BASIN,144.796,17.538,,1985; 1987; 1995
2.97,7.05,15.17,49.46,0.15,0.21,12.05,1.82,0.22,11.07,3.42,300.0,230.0,41.2,54.6,36.5,199.0,32.9,123.0,3.76,4.97,13.7,2.34,12.3,3.83,1.41,5.0,0.893,5.55,1.17,3.25,3.43,0.455,3.06,0.286,0.355,BACK-ARC_BASIN,176.588,-15.148,,2012
2.7,7.41,15.94,48.69,0.14,0.2,11.86,1.75,0.19,11.03,3.16,307.0,245.0,48.1,108.0,27.0,203.0,25.2,104.8,3.21,4.15,13.1,2.18,10.8,3.44,1.28,4.18,0.735,4.72,1.07,2.78,2.61,0.381,2.57,0.222,0.232,BACK-ARC_BASIN,-176.408,-15.108,,2012
3.2,6.07,18.4,48.77,0.21,0.61,8.57,1.21,0.12,9.74,7.02,232.0,125.0,26.2,39.5,154.0,384.0,18.7,84.8,7.35,9.04,19.4,2.9,13.2,3.28,1.32,3.56,0.61,3.89,0.8,2.21,2.18,0.34,2.28,0.5,0.67,BACK-ARC_BASIN,138.231,40.19,CENOZOIC,2015
2.94,8.07,16.81,50.3,0.12,0.11,10.74,1.39,0.15,8.62,0.95,250.0,472.0,35.0,185.0,8.0,135.0,33.0,101.0,1.0,,,,11.2,3.85,,,,,,,,,,,,BACK-ARC_BASIN,144.915,17.785,,1990
2.23,7.97,15.46,49.81,0.07,0.07,12.98,0.99,0.16,,0.5,271.0,326.0,,98.0,10.0,81.0,23.0,54.0,1.2,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,149.015,-3.42,,2003
2.62,7.6,17.33,50.6,0.12,0.32,12.15,0.94,0.14,7.07,,203.0,237.0,,134.0,31.0,202.0,24.0,83.0,2.0,4.94,,,,,,,,,,,,,,0.115,0.39,BACK-ARC_BASIN,144.7,18.25,,1990
2.73,7.06,15.31,50.58,0.13,0.3,1.19,1.23,0.18,9.59,6.0,302.4,178.2,34.0,67.7,41.0,120.0,31.2,70.0,2.9,5.2,16.0,,9.0,3.4,1.36,4.5,,4.9,0.7,3.5,3.0,,2.29,0.0,0.43,BACK-ARC_BASIN,-174.817,-15.619,,1992; 1997
1.92,7.31,16.1,50.75,0.095,0.098,12.3,0.89,0.17,8.76,1.26,268.0,147.0,38.8,86.0,11.8,132.0,22.1,44.1,0.62,1.44,4.74,0.92,5.12,1.88,0.72,0.52,2.88,3.56,0.8,2.27,2.36,0.36,1.31,0.051,0.065,BACK-ARC_BASIN,-176.131,-20.053,,2009
4.9,4.92,16.12,52.71,0.29,0.45,9.09,1.68,0.18,,5.2,,52.0,,15.0,99.0,383.0,33.0,190.0,7.0,10.0,29.0,,,,,,,,,,,,,,1.0,BACK-ARC_BASIN,-60.63,-62.95,,1979
2.73,7.1,15.9,50.0,0.12,0.26,12.27,1.27,0.13,8.32,5.0,,306.0,,116.0,28.0,165.0,29.0,93.0,1.0,6.0,16.0,,,,,,,,,,,,,,0.0,BACK-ARC_BASIN,137.44,29.328,,1980
2.41,7.51,14.33,51.5,0.1,0.1,11.35,1.39,0.8,,4.0,305.0,286.0,38.0,78.0,15.0,91.0,,,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,173.486,-18.124,,1991
1.14,10.51,14.45,52.3,0.06,0.2,11.68,0.6,0.18,,8.0,,945.0,,166.0,55.0,139.0,13.0,28.0,1.0,,6.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,-176.775,-20.709,,1994
2.88,6.87,13.9,50.1,0.1,0.19,11.06,2.47,0.2,,5.0,316.0,93.0,43.0,42.0,25.0,114.0,,,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,173.873,-17.155,,1991
2.81,7.39,14.24,51.0,0.1,0.12,11.76,1.24,0.18,,1.3,232.0,183.0,46.0,49.0,17.0,99.0,21.0,65.0,2.45,2.47,7.3,1.19,6.34,2.29,0.85,2.89,0.61,3.93,0.85,2.44,2.35,0.39,1.6,0.27,,BACK-ARC_BASIN,173.81,-17.3203,,1991; 1994
1.96,7.44,15.53,51.14,0.065,0.103,12.41,0.83,0.17,8.77,1.33,274.0,245.0,38.8,77.0,15.2,116.0,21.3,42.3,0.56,1.36,4.63,0.86,4.94,1.79,0.69,0.5,2.76,3.36,0.76,2.17,2.2,0.34,1.19,0.047,0.073,BACK-ARC_BASIN,-176.131,-20.063,,2009
2.83,7.69,15.28,50.27,0.13,0.16,11.62,1.55,0.16,,0.5,240.0,275.0,,113.0,10.0,131.0,32.0,108.0,1.5,3.0,9.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,155.419,-9.499,,1987
2.6,8.0,16.8,50.0,0.18,0.37,11.2,1.04,0.17,,,285.0,268.0,,96.0,35.0,178.0,22.0,69.0,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,139.728,30.96,,1990
2.028,7.653,15.256,50.833,0.079,0.087,12.316,1.028,0.199,9.316,1.3122,309.387,333.161,42.319,97.108,14.9819,85.547,25.374,53.6,0.753,1.671,5.637,1.042,5.896,2.122,0.81,3.26,0.587,4.035,0.898,2.588,2.598,0.406,1.488,0.059,0.086,BACK-ARC_BASIN,-176.133,-20.3105,,2013
2.81,6.88,15.47,51.38,0.13,0.31,11.14,1.16,0.19,9.56,6.4,168.0,300.0,40.0,73.0,38.0,136.0,29.9,75.5,2.41,3.52,10.18,1.66,8.46,2.87,1.0,3.63,0.71,4.6,0.98,2.9,2.97,0.44,2.05,0.18,0.35,BACK-ARC_BASIN,-174.818,-15.627,,2007
2.132,6.142,15.135,52.61,0.089,0.201,10.57,1.029,0.19,10.364,2.994,333.019,40.608,37.633,36.3268,48.5362,138.81,25.214,49.718,0.737,1.949,6.149,1.103,6.225,2.148,0.823,3.211,0.58,3.95,0.882,2.565,2.634,0.412,1.415,0.054,0.112,BACK-ARC_BASIN,-176.218,-20.8828,,2013
2.54,7.79,14.7,49.3,0.17,0.32,11.6,1.6,0.13,9.57,3.0,,234.0,,124.0,31.0,167.0,36.0,116.0,4.0,4.0,19.0,,,,1.4,,0.81,,,,,,3.07,,0.0,BACK-ARC_BASIN,137.44,29.328,,1980; 1981
1.88,7.53,15.1,50.27,0.08,0.11,13.03,0.98,0.19,9.75,1.14,,298.0,,102.8,9.11,103.28,18.14,46.8,0.71,1.46,4.76,0.91,5.37,1.71,0.63,,0.43,2.94,0.66,1.91,2.04,,,0.08,0.13,BACK-ARC_BASIN,-176.985,-19.375,,2008
2.72,5.43,13.01,50.67,0.17,0.1,10.2,1.72,0.37,,1.32,502.0,35.8,53.6,48.4,15.3,84.5,48.1,109.0,1.58,3.56,11.5,1.99,12.0,4.78,1.68,6.22,1.22,8.23,1.82,5.19,5.85,0.838,3.35,0.141,0.144,BACK-ARC_BASIN,150.563,-3.077,,1998; 2003; 2004; 2010
2.52,8.94,15.54,51.51,0.27,1.2,10.35,0.87,0.15,,23.0,241.0,488.0,,166.0,281.0,440.0,20.0,88.0,4.0,21.0,42.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,143.6,21.47,,1997
2.41,6.44,13.27,50.46,0.11,0.06,10.81,1.42,0.21,,0.5,422.0,95.0,,59.0,10.0,77.0,33.0,76.0,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,150.097,-3.313,,2003
2.67,5.38,15.8,48.6,0.16,0.4,15.19,1.12,0.14,,9.0,,234.0,,57.0,28.0,183.0,28.0,86.0,4.0,2.0,11.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,136.057,28.9833,,1980
3.76,5.09,18.63,49.41,0.19,0.47,9.51,1.42,0.18,,4.0,301.0,,,32.0,38.0,179.0,32.0,102.0,3.0,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,-177.862,-18.568,,1994
1.96,6.13,17.13,49.74,0.16,0.23,11.77,0.96,0.18,,3.65,326.0,170.0,57.0,81.0,41.5,215.0,15.0,52.0,,,7.81,,7.08,2.22,0.84,2.7,,2.96,,1.87,1.53,0.25,,,,BACK-ARC_BASIN,139.65,32.3,,1989
2.74,5.51,15.21,52.0,0.14,0.26,10.1,1.18,0.2,10.87,,305.0,136.0,36.0,25.0,,176.0,,61.0,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,-176.635,-22.29,,1990
2.81,7.39,14.24,51.0,0.1,0.12,11.76,1.24,0.18,,3.5,232.0,183.0,46.0,49.0,45.0,118.0,,,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,173.816,-17.325,,1991
2.86,6.91,15.3,49.7,0.18,0.41,11.07,1.68,0.14,,17.0,,233.0,,79.0,49.0,168.0,39.0,124.0,5.0,5.0,16.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,137.441,29.3275,,1980
2.7,7.04,16.4,49.8,0.15,0.08,12.04,1.35,0.16,9.0,0.0,,256.0,,86.0,27.0,163.0,33.0,101.0,3.0,3.0,13.0,,,,,,,,,,,,,,1.0,BACK-ARC_BASIN,137.44,29.328,,1980
6.31,6.36,16.3,52.02,1.68,3.09,3.9,2.22,0.11,6.76,44.2,55.0,56.0,25.0,56.0,1053.0,1697.0,23.0,525.0,,80.1,152.2,15.87,63.98,9.84,2.75,7.07,0.91,,0.9,2.48,2.03,0.28,9.0,8.0,14.0,BACK-ARC_BASIN,127.375,36.1,MIOCENE,1998
2.17,9.41,15.21,49.61,0.18,0.12,13.62,0.73,0.13,8.42,0.3,248.0,254.0,41.0,91.0,6.7,152.0,18.0,49.0,2.0,1.3,4.23,0.71,4.34,1.7,0.63,2.23,0.45,2.8,0.59,1.85,1.66,0.37,0.85,0.05,5.05,BACK-ARC_BASIN,-176.5,-20.1418,,1994; 1994; 1994
3.23,6.56,15.43,52.91,0.19,0.24,10.31,1.85,0.17,9.32,6.34,305.0,260.0,34.2,91.0,50.7,147.0,41.4,133.8,4.5,5.21,15.86,2.61,13.18,4.41,1.49,5.21,0.99,6.64,1.41,4.04,3.93,0.61,3.41,0.29,0.39,BACK-ARC_BASIN,-29.5,-56.499,,2000
1.24,7.65,18.16,48.69,0.05,0.09,13.62,0.56,0.18,,1.6,,,,32.7,27.2,158.6,9.6,14.3,0.5,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,140.3,30.5,,2007
2.078,7.579,15.338,50.486,0.063,0.084,12.21,0.965,0.173,9.319,1.3206,295.23,337.754,42.825,105.387,15.081,88.678,25.032,52.345,0.729,1.63,5.531,1.016,5.811,2.107,0.787,3.227,0.585,3.998,0.882,2.534,2.557,0.403,1.459,0.057,0.082,BACK-ARC_BASIN,-176.143,-20.3332,,2013
3.14,6.2,15.33,52.29,0.23,0.28,9.22,2.08,,,3.43,,,,,41.0,203.0,40.41,180.0,4.1,7.1,20.25,3.36,17.6,5.12,1.78,6.18,,6.99,,3.94,3.67,0.57,4.32,0.28,0.64,BACK-ARC_BASIN,156.546,-8.606,,2020
2.13,7.66,16.13,50.45,0.08,0.23,12.39,0.96,0.16,,2.4,278.0,192.0,43.0,64.0,27.6,127.0,21.8,44.4,0.52,2.0,5.15,0.94,5.07,1.97,0.76,2.69,0.49,3.27,0.71,2.01,1.97,0.29,1.12,0.03,0.11,BACK-ARC_BASIN,-177.303,-18.501,,1994
1.51314641132674,7.14553882070111,15.7873923071031,52.3300205991564,0.101007650364015,0.43358907164604,12.1470824675535,0.527037844226246,0.151365866077846,8.22826975232472,7.76038477167075,271.588093366501,404.585463252148,40.0212376916552,146.950563946587,75.6877415051358,170.121745781956,11.971785160703,23.6603168906802,1.08427791652424,2.4641157438917,5.98122007351449,0.927212708771948,4.65611034985192,1.31730006848776,0.510256586700894,1.71428036080117,0.293100956736493,1.93178739958046,0.41475927817408,1.21827393582558,1.2467205505573,0.20003874605585,0.658764196523039,0.0735780236460042,0.268970961715287,BACK-ARC_BASIN,-174.542,-16.492,,2012
2.57,4.88,13.1,50.5,0.42,0.79,9.34,4.07,0.16,,12.0,,54.0,,41.0,206.0,398.0,36.0,270.0,31.0,28.0,66.0,,,,,,,,,,,,,,4.0,BACK-ARC_BASIN,132.775,24.7007,,1980
1.95,7.52,16.63,50.27,0.13,0.24,12.76,1.14,0.17,,4.0,,161.0,,67.0,40.0,135.0,23.0,46.0,0.0,,6.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,-177.303,-18.501,,1994
3.4,8.8,18.06,47.86,0.09,0.13,10.3,0.88,0.19,,1.0,183.0,272.0,,143.0,26.0,189.0,20.0,61.0,1.0,,5.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,134.536,38.616,,1992
3.24,6.33,16.1,49.23,0.25,0.7,10.71,1.72,,,14.93,,,,,152.0,234.0,34.14,145.0,18.43,13.6,30.45,3.97,18.04,4.73,1.66,5.65,,5.9,,3.76,3.68,0.48,3.37,1.13,1.66,BACK-ARC_BASIN,170.31,-19.592,,2020
3.79,4.56,18.24,51.63,0.31,0.62,9.11,1.15,0.17,9.3,52.5,136.0,87.0,29.0,25.0,300.0,447.7,25.0,127.0,,9.4,20.7,3.82,16.69,4.46,1.38,5.0,0.74,,0.95,2.87,2.42,0.3,3.0,,3.0,BACK-ARC_BASIN,127.375,36.1,MIOCENE,1998
2.22,5.33,15.44,52.06,0.11,0.3,10.72,1.14,0.2,,5.0,,19.0,,28.0,53.0,153.0,26.0,57.0,1.0,,13.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,-176.5,-20.142,,1994
2.7,5.38,17.1,50.1,0.19,0.48,12.95,1.21,0.15,8.54,8.0,,58.0,,50.0,39.0,210.0,31.0,87.0,3.0,5.0,15.0,,,,,,,,,,,,,,0.0,BACK-ARC_BASIN,136.057,28.984,,1980
2.47,9.56,15.9,48.7,0.11,0.07,11.06,1.11,0.15,,2.0,,324.0,,183.0,19.0,140.0,25.0,80.0,,5.0,11.0,,,,1.09,,0.58,,,,,,1.93,,4.0,BACK-ARC_BASIN,137.441,29.3275,,1980; 1980
2.97,7.51,15.88,49.84,0.13,0.17,11.59,1.34,0.14,,2.2,206.0,303.0,,128.0,10.0,145.0,27.0,96.0,1.0,4.0,8.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,156.685,-9.0967,,1987
2.86,7.28,17.8,48.5,0.11,0.093,11.8,1.01,0.19,7.73,0.711,,,40.3,86.3,22.0,226.0,18.6,65.9,1.44,2.52,7.48,1.27,6.8,2.27,0.965,3.03,0.543,3.49,0.738,2.14,2.0,0.292,1.74,0.102,0.108,BACK-ARC_BASIN,134.536,38.616,MIOCENE,2015
2.7,7.18,16.6,49.8,0.2,0.46,10.8,1.17,0.19,,,337.0,178.0,,73.0,41.0,245.0,24.0,72.0,,,10.3,,9.0,2.7,1.1,3.5,,3.7,,2.2,2.1,,,,,BACK-ARC_BASIN,139.915,31.122,,1990
2.73,7.18,14.56,52.53,0.07,0.14,11.37,1.11,,,1.79,,,,,25.0,148.0,23.32,66.0,1.13,2.42,7.19,1.29,7.55,2.58,1.02,3.39,,4.0,,2.35,2.18,0.33,2.05,0.09,0.39,BACK-ARC_BASIN,156.546,-8.606,,2020
2.4,6.8,13.8,50.8,0.08,0.06,11.3,1.2,0.22,,,,84.0,,,6.8,60.0,28.0,19.4,0.87,1.4,4.8,,5.9,2.3,2.2,2.5,,3.7,,2.9,2.1,,1.4,,0.06,BACK-ARC_BASIN,150.455,-3.065,,2012
2.4,9.1,15.86,49.0,0.09,0.15,11.27,1.51,0.18,10.59,3.27,222.0,354.0,48.7,176.0,27.6,175.0,17.3,78.8,4.66,5.01,13.3,2.09,9.86,2.78,0.975,3.28,0.53,3.3,0.706,1.84,1.65,0.237,2.1,0.316,0.357,BACK-ARC_BASIN,-176.195,-14.938,,2012
2.62,6.97,16.82,50.51,0.15,0.24,12.6,1.41,0.16,,6.0,,170.0,,71.0,38.0,169.0,26.0,83.0,1.0,,4.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,-177.862,-18.568,,1994
2.69,7.69,14.79,49.75,0.15,0.16,11.39,1.89,0.18,,3.5,289.0,265.0,40.0,103.0,20.0,118.0,,,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,173.458,-19.27,,1991
3.58,5.73,15.86,51.09,0.2,0.33,10.74,1.75,0.17,9.32,5.0,,87.0,,36.0,43.0,180.0,39.0,147.0,2.0,,16.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,-177.856,-18.5675,,1994
4.61,5.99,18.46,49.86,1.56,3.58,6.31,1.9,0.14,6.69,67.0,82.0,48.0,23.0,44.0,556.0,1547.0,26.0,275.0,,93.2,168.0,,57.0,9.0,2.9,,0.0,,,,2.3,0.35,8.8,6.0,13.0,BACK-ARC_BASIN,127.375,36.1,MIOCENE,1998
0.99,9.78,15.75,50.42,0.02,0.01,14.67,0.34,0.16,8.59,0.153,252.0,670.0,75.0,271.0,1.16,12.0,11.0,7.0,3.0,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,-177.472,-16.393,,1977
1.86,7.35,15.66,50.82,0.08,0.08,12.66,0.9,0.2,8.87,0.91,,249.0,,84.1,7.59,93.41,19.98,42.1,0.62,1.14,3.88,0.73,4.12,1.45,0.54,,0.37,2.74,0.59,1.7,1.73,,,0.04,,BACK-ARC_BASIN,-176.077,-19.9433,,2008
3.09,6.55,16.92,51.57,0.18,0.48,10.57,1.27,,7.34,8.3,240.0,205.0,33.4,131.0,88.0,262.0,29.0,104.6,6.69,8.36,18.83,2.7,12.39,3.62,1.22,4.4,0.74,4.72,0.98,2.81,2.77,0.43,2.59,0.424,1.0,BACK-ARC_BASIN,144.3,19.83,,2003; 2005
2.9,8.41,17.97,46.22,0.2,0.0,10.02,1.08,0.14,,118.0,165.0,243.0,59.0,232.0,10.0,191.0,,66.0,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,117.0,15.3923,,2015
1.71,8.45,16.02,51.2,0.06,0.11,12.47,0.69,0.15,7.59,3.0,294.0,324.0,31.0,98.0,,124.0,,,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,-176.133,-20.057,,1994
3.31,7.11,15.34,51.04,0.13,0.06,11.81,1.58,,9.89,0.54,,,,,5.45,99.8,,,,2.0,7.82,,8.91,3.27,1.23,4.39,,5.38,,3.31,3.2,,,,,BACK-ARC_BASIN,144.46,14.999,,1996; 2001
2.85,5.7,16.6,51.0,0.14,0.24,11.8,1.28,0.15,,3.18,231.0,301.0,48.4,137.0,35.2,191.0,30.6,104.0,6.39,5.57,14.6,2.2,11.2,3.56,1.27,4.28,0.75,5.25,1.18,3.19,3.06,0.453,2.56,0.4,0.54,BACK-ARC_BASIN,115.047,12.9196,,2018
2.87,7.13,14.1,51.4,0.1,0.22,11.06,1.58,0.19,,5.0,300.0,126.0,41.0,51.0,35.0,128.0,35.4,84.0,2.2,5.6,,,12.5,,1.02,,,5.5,,3.1,3.36,,,,,BACK-ARC_BASIN,173.917,-16.9778,,1991; 1994
3.05,8.15,17.75,46.35,0.22,0.2,10.74,1.2,0.14,,157.0,191.0,257.0,70.0,175.0,24.0,168.0,,85.0,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,117.0,15.3923,,2015
2.58,7.97,15.99,50.0,0.1,0.39,12.18,1.61,0.16,,7.0,249.0,305.0,43.0,114.0,64.0,181.0,30.0,93.0,7.6,5.8,,,12.0,,1.15,,,4.8,,3.0,2.75,,,,,BACK-ARC_BASIN,173.518,-16.3128,,1991; 1994
2.85,6.27,16.13,52.95,0.17,0.23,10.41,1.41,0.15,8.3,4.59,228.0,353.0,33.3,114.0,62.0,185.0,25.3,89.3,5.5,5.12,13.53,2.03,9.6,2.96,1.07,3.5,0.63,4.12,0.86,2.44,2.38,0.37,2.19,0.35,0.48,BACK-ARC_BASIN,-29.5,-56.252,,2000
2.55,6.45,15.76,52.13,0.08,0.2,11.31,1.01,0.14,10.38,3.53,,,,,41.0,138.0,23.9,40.4,0.59,1.94,5.71,1.02,5.44,2.25,0.88,3.25,0.58,3.87,0.82,2.51,2.25,0.43,1.35,0.53,0.14,BACK-ARC_BASIN,-177.303,-18.5008,,1994
2.24,7.61,14.72,50.2,0.07,0.04,12.3,1.1,0.19,,0.771,323.0,165.0,44.0,72.0,8.04,73.9,34.0,60.0,1.16,1.22,3.96,0.749,4.1,1.51,0.654,2.87,0.654,,1.0,3.19,3.11,0.453,,,0.085,BACK-ARC_BASIN,-176.531,-18.7875,,1992; 1990
2.18,9.21,16.46,48.97,0.14,0.02,13.1,0.71,0.12,,1.0,168.0,,,127.0,17.0,175.0,20.0,48.0,2.0,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,-176.5,-20.142,,1994
2.719,6.3908,18.8534,48.4157,0.0875,0.2269,12.2903,0.9217,0.1135,7.68,4.33531185965751,188.608175888427,368.980536306232,,,6.01177224252734,129.860989742674,23.0644706267554,54.165894792346,1.37702315776461,2.01401013945577,6.18784500128212,1.00454340372039,6.20579224508013,2.53955107012626,1.07564324855208,3.92644207392781,0.694419093228874,4.50985181053803,0.943086427670882,2.74571053940703,2.3563019474863,0.390751476120495,1.45769485794706,0.160769229568599,0.164375517393879,BACK-ARC_BASIN,139.748,21.566,NEOGENE,2010
3.05,9.07,15.01,47.89,0.51,1.53,10.52,1.86,0.16,9.41,40.6,231.0,428.0,,155.0,743.0,681.0,24.7,152.0,37.66,45.6,84.1,9.57,36.3,7.13,2.27,6.4,0.95,5.24,0.96,2.47,1.97,0.29,3.85,2.22,6.03,BACK-ARC_BASIN,173.867,-14.6509,,2016
2.21,6.42,15.81,52.5,0.08,0.13,11.07,1.02,0.18,9.45,5.0,394.0,111.0,38.0,55.0,,151.0,,,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,-176.143,-20.583,CENOZOIC,1987; 1994
2.66,7.43,16.02,49.1,0.2,0.31,12.13,1.61,0.15,,5.0,237.0,303.0,46.0,119.0,45.0,191.0,,,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,173.535,-16.308,,1991
2.27,8.06,14.56,50.55,0.065,0.039,12.52,0.97,0.19,9.77,0.67,276.0,339.0,42.9,81.0,6.6,68.0,26.0,48.7,0.84,1.41,4.91,0.92,5.36,2.07,0.77,0.59,3.23,4.1,0.94,2.65,2.64,0.42,1.4,0.067,0.074,BACK-ARC_BASIN,-175.961,-19.381,,2009
2.11,7.7,16.06,50.84,0.08,0.23,12.68,0.6,0.14,,3.0,230.0,224.0,,93.0,40.0,169.0,14.0,33.0,0.6,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,150.693,-3.813,,2003
1.45,7.43,14.88,52.57,,0.42,12.19,0.44,,7.56,6.9,244.0,184.0,36.0,75.0,67.0,139.0,9.7,17.0,0.87,2.1,5.0,0.78,3.9,1.3,0.46,1.6,,1.8,,1.3,1.3,0.19,0.58,0.057,0.23,BACK-ARC_BASIN,-174.633,-16.483,,2008
2.59,7.91,14.99,49.76,0.09,0.06,12.1,1.25,0.19,,0.0,230.0,300.0,39.0,110.0,12.0,70.0,27.0,60.0,,3.4,12.0,,8.0,2.9,1.29,4.2,,4.8,0.73,3.6,2.6,,,,,BACK-ARC_BASIN,-176.426,-18.603,,1997
3.07,6.71,15.34,49.54,0.21,0.21,10.75,2.07,0.2,10.51,3.52,,,,,37.3,157.5,51.8,141.1,4.78,5.82,16.1,2.52,14.0,5.26,1.86,6.75,1.25,8.07,1.7,4.69,4.15,0.64,3.64,0.35,0.42,BACK-ARC_BASIN,-178.495,-15.658,,1993; 2014
2.69,6.53,15.5,51.34,0.12,0.26,11.39,1.17,0.18,9.76,6.2,291.2,56.2,,45.6,73.0,139.7,32.2,84.1,1.9,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,-174.817,-15.615,,1992; 1993
2.85,7.25,13.01,48.39,0.11,0.32,10.92,1.29,0.19,,14.4,350.0,,,,16.0,116.0,22.3,62.0,3.2,3.1,10.3,1.49,7.9,2.74,1.02,3.68,0.62,3.93,0.88,2.69,2.49,0.37,1.98,0.24,0.23,BACK-ARC_BASIN,137.969,8.841,,2025
2.5898625,6.884075,14.176875,50.2555125,0.1375625,0.1354625,11.910725,1.64485,0.2053625,11.9355875,3.32014312634761,410.541949705591,98.2181281653692,46.4411775113624,63.0684355260406,25.9776668802333,79.3252271223547,39.087945500675,89.7333955039682,3.32978215797813,3.27880229610043,9.56716340780483,1.61251749460756,9.37203658822926,3.54723602105646,1.22064911563572,5.35291140482384,0.941670995450748,6.46425024343957,1.41937428221626,4.01334984213605,3.89493825412858,0.599915192871343,2.57521130481612,0.260991677388918,0.281779323300668,BACK-ARC_BASIN,-177.28,-15.8,,2012
