CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID,Unnamed: 171
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_063-2 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,51.67,0.82,,15.18,,5.59,5.09,10.12,8.93,5.99,0.23,,0.16,4.21,0.06,,,,,,,,,,,,,,,0.17,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,268.0,447.0,,,66.0,185.0,66.0,85.0,,,,,,1.9,131.3,19.0,43.0,2.09,,,,,,,,,,,,,73.6,2.23,6.31,0.99,5.33,1.8,0.72,2.57,0.45,3.06,0.66,1.89,0.29,1.76,0.27,1.29,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,454567.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_116-3 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,51.17,0.9,,14.55,,2.28,9.3,11.35,11.32,6.73,0.25,,0.13,1.83,0.07,,,,,,,,,,,,,,,0.13,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,295.0,238.0,,,69.0,111.0,119.0,98.0,,,,,,1.1,81.0,20.0,46.0,2.32,,,,,,,,,,,,,27.6,2.67,7.51,1.18,5.61,1.95,0.75,2.75,0.48,3.41,0.73,2.18,0.32,2.1,0.33,1.35,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,454568.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_118-6 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,49.79,0.85,,13.8,,2.85,9.91,12.47,11.46,7.12,0.23,,0.13,1.31,0.07,,,,,,,,,,,,,,,0.14,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,291.0,233.0,,,67.0,110.0,112.0,103.0,,,,,,1.4,70.2,20.0,44.0,2.37,,,,,,,,,,,,,10.4,2.39,6.79,1.07,5.62,1.88,0.75,2.69,0.47,3.12,0.73,2.02,0.31,2.0,0.3,1.42,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,454569.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_127-1 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,49.7,0.88,,14.1,,2.42,10.3,12.42,11.2,7.01,0.23,,0.12,2.05,0.07,,,,,,,,,,,,,,,0.2,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,299.0,235.0,,,72.0,109.0,136.0,100.0,,,,,,0.8,78.2,21.0,46.0,2.4,,,,,,,,,,,,,28.9,2.66,7.27,1.12,5.6,1.96,0.76,2.68,0.48,3.34,0.73,2.1,0.33,2.12,0.34,1.39,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,454570.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_71-1 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,51.0,1.02,,13.3,,2.09,12.1,13.95,9.88,6.16,0.27,,0.23,2.0,0.09,,,,,,,,,,,,,,,0.05,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,315.0,84.0,,,72.0,78.0,24.0,149.0,,,,,,4.5,80.1,24.0,58.0,2.99,,,,,,,,,,,,,17.9,3.28,8.92,1.35,7.29,2.31,0.9,3.21,0.58,3.98,0.89,2.5,0.39,2.59,0.4,1.87,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,454571.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_15-2 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,46.35,1.51,,11.8,,0.8,13.19,13.9,7.65,4.28,0.18,,0.02,2.4,0.14,,,,,,,,,,,,,,,0.08,11.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,378.0,52.0,,,51.0,42.0,70.0,123.0,,,,,,,88.4,27.0,94.0,6.87,,,,,,,,,,,,,7.1,8.02,20.54,2.83,14.0,3.58,1.28,4.81,0.8,5.58,1.2,3.28,0.47,3.25,0.49,2.77,,,,,,,,,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,454572.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_259-6 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,45.6,0.89,,14.6,,1.52,9.12,10.53,8.85,6.99,0.17,,0.04,1.33,0.07,,,,,,,,,,,,,,,0.12,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,281.0,362.0,,,57.0,174.0,100.0,113.0,,,,,,1.3,107.0,21.0,48.0,2.51,,,,,,,,,,,,,13.7,2.54,7.36,1.15,6.11,2.01,0.83,2.79,0.51,3.41,0.72,2.06,0.32,2.04,0.31,1.45,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,454573.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_330-14 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,45.65,1.02,,15.82,,2.6,10.24,12.58,8.82,8.78,0.19,,0.08,1.84,0.08,,,,,,,,,,,,,,,0.01,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,268.0,396.0,,,71.0,213.0,35.0,138.0,,,,,,0.8,126.5,22.0,56.0,3.23,,,,,,,,,,,,,14.1,2.77,8.09,1.31,6.18,2.17,0.75,3.04,0.54,3.53,0.76,2.17,0.3,2.0,0.31,1.48,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,454574.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_201-16 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,49.68,0.9,,14.87,,2.31,8.09,10.17,10.14,7.12,0.18,,0.08,2.52,0.07,,,,,,,,,,,,,,,0.02,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,272.0,350.0,,,66.0,191.0,70.0,92.0,,,,,,0.7,120.4,20.0,49.0,2.67,,,,,,,,,,,,,45.1,2.55,7.43,1.17,5.91,1.98,0.72,2.63,0.47,3.17,0.67,2.01,0.29,1.94,0.3,1.32,,,,,,,,,,,,0.16,,0.5128659999999999,,,,,,,,,,,,,,,,,,,,,,,,454575.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_15-15-2 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,48.63,0.89,,14.52,,5.01,6.39,10.9,10.78,7.58,0.18,,1.0,2.47,0.07,,,,,,,,,,,,,,,0.1,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,277.0,334.0,,,70.0,184.0,114.0,124.0,,,,,,37.7,151.7,21.0,49.0,2.9,,,,,,,,,,,,,67.9,2.58,7.34,1.13,6.22,2.05,0.77,2.85,0.49,3.35,0.72,2.04,0.32,2.07,0.31,1.32,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,454576.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_330-13 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,47.93,0.9,,14.76,,2.59,9.29,11.62,10.8,7.63,0.18,,0.07,1.62,0.07,,,,,,,,,,,,,,,0.06,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,267.0,341.0,,,70.0,180.0,104.0,119.0,,,,,,0.6,89.3,21.0,48.0,3.7,,,,,,,,,,,,,14.5,2.75,8.05,1.26,5.97,2.01,0.81,2.84,0.49,3.41,0.73,2.15,0.31,2.03,0.32,1.3,,,,,,,,,,,,0.26,,0.512891,,,,,,,,,,,,,,,,,,,,,,,,454577.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_201-14 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,47.15,0.96,,15.21,,3.62,8.8,12.06,11.72,7.65,0.2,,0.08,1.79,0.08,,,,,,,,,,,,,,,0.2,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,283.0,362.0,,,70.0,177.0,130.0,98.0,,,,,,1.0,175.0,22.0,52.0,2.76,,,,,,,,,,,,,18.8,2.74,7.81,1.22,6.58,2.13,0.8,2.92,0.54,3.57,0.76,2.18,0.34,2.16,0.31,1.62,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,454578.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_842-2 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,50.5,0.85,,16.2,,2.12,8.46,10.35,9.01,6.49,0.2,,0.07,2.72,0.06,,,,,,,,,,,,,,,0.09,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,283.0,437.0,,,101.0,183.0,146.0,92.0,,,,,,0.5,79.1,20.0,49.0,2.61,,,,,,,,,,,,,25.6,2.52,7.2,1.12,6.01,1.93,0.82,2.69,0.47,3.25,0.69,1.92,0.3,1.99,0.3,1.36,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,454579.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_15-15-6 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,48.68,0.9,,14.77,,5.07,6.87,11.44,11.12,7.23,0.18,,0.42,2.96,0.07,,,,,,,,,,,,,,,0.62,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,274.0,333.0,,,72.0,174.0,205.0,93.0,,,,,,13.2,84.5,21.0,48.0,2.66,,,,,,,,,,,,,77.1,2.69,7.55,1.19,6.38,2.06,0.78,2.92,0.53,3.55,0.76,2.11,0.33,2.08,0.33,1.53,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,454580.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_797-7 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,50.5,0.79,,15.1,,1.64,8.62,10.08,11.2,6.03,0.17,,0.11,1.76,0.06,,,,,,,,,,,,,,,0.12,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,290.0,391.0,,,70.0,160.0,111.0,85.0,,,,,,1.0,123.0,19.0,45.0,2.4,,,,,,,,,,,,,15.0,2.45,7.01,1.08,5.7,1.83,0.68,2.54,0.46,3.01,0.65,1.86,0.29,1.93,0.28,1.28,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,454581.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_842-6 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,51.08,0.79,,15.29,,2.13,8.0,9.92,11.2,5.97,0.19,,0.08,1.94,0.06,,,,,,,,,,,,,,,0.01,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,282.0,392.0,,,74.0,176.0,40.0,93.0,,,,,,0.6,117.1,19.0,45.0,2.42,,,,,,,,,,,,,5.6,2.49,7.14,1.13,5.91,1.9,0.67,2.65,0.47,3.25,0.68,1.87,0.3,1.9,0.29,1.28,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,454582.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_797-8 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,51.8,0.81,,15.5,,1.31,8.39,9.54,11.0,5.39,0.16,,0.11,1.89,0.06,,,,,,,,,,,,,,,0.03,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,287.0,401.0,,,74.0,174.0,168.0,84.0,,,,,,1.2,142.0,18.0,46.0,2.64,,,,,,,,,,,,,10.5,2.66,7.6,1.21,5.67,1.94,0.7,2.57,0.45,3.01,0.65,1.93,0.28,1.91,0.29,1.45,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,454583.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_447-9 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,45.95,0.92,,15.04,,1.12,8.78,9.79,9.99,6.27,0.19,,0.02,0.9,0.07,,,,,,,,,,,,,,,0.08,10.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,294.0,357.0,,,67.0,330.0,112.0,86.0,,,,,,0.5,97.0,19.0,50.0,2.62,,,,,,,,,,,,,6.8,2.47,6.9,1.09,5.71,1.84,0.75,2.58,0.46,3.07,0.66,1.82,0.28,1.84,0.28,1.67,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,454584.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_1112-3 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,49.88,1.05,,14.91,,2.26,9.41,11.45,10.43,7.54,0.19,,0.15,2.32,0.08,,,,,,,,,,,,,,,0.11,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,297.0,195.0,,,75.0,147.0,72.0,93.0,,,,,,2.8,117.8,23.0,59.0,2.92,,,,,,,,,,,,,45.8,2.58,7.61,1.2,6.66,2.21,0.79,3.15,0.55,3.7,0.78,2.2,0.35,2.29,0.36,1.56,,,,,,,,,,,,0.16,,0.5129090000000001,,,,,,,,,,,,,,,,,,,,,,,,454585.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_447-8 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,48.05,0.96,,15.85,,0.84,6.88,7.64,10.78,4.02,0.19,,0.05,2.78,0.08,,,,,,,,,,,,,,,0.07,9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,290.0,358.0,,,63.0,225.0,110.0,80.0,,,,,,1.1,117.4,21.0,52.0,2.72,,,,,,,,,,,,,33.9,2.68,7.64,1.2,6.29,2.09,0.83,2.94,0.5,3.38,0.71,2.0,0.31,1.94,0.29,1.6,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,454586.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_412-8 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,47.5,0.9,,14.98,,1.21,7.85,8.94,12.19,4.4,0.18,,0.03,0.86,0.07,,,,,,,,,,,,,,,0.18,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,288.0,351.0,,,59.0,206.0,78.0,76.0,,,,,,0.9,134.2,21.0,48.0,2.57,,,,,,,,,,,,,9.6,2.77,7.71,1.19,6.43,2.08,0.85,2.82,0.5,3.32,0.71,2.02,0.31,1.96,0.29,1.55,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,454587.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_412-13 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,50.16,0.93,,15.59,,0.34,6.79,7.09,10.21,4.27,0.16,,0.17,2.32,0.08,,,,,,,,,,,,,,,0.04,8.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,273.0,336.0,,,61.0,282.0,98.0,65.0,,,,,,6.4,116.6,17.0,50.0,2.53,,,,,,,,,,,,,45.3,2.6,7.25,1.14,5.98,1.93,0.75,2.55,0.43,2.84,0.61,1.65,0.25,1.5,0.23,1.55,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,454588.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_410-6 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,57.66,0.97,,17.96,,0.87,5.44,6.22,6.57,3.43,0.11,,0.05,2.91,0.08,,,,,,,,,,,,,,,0.02,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,265.0,391.0,,,86.0,286.0,71.0,64.0,,,,,,1.0,147.9,16.0,53.0,2.57,,,,,,,,,,,,,38.6,2.44,7.15,1.09,5.83,1.84,0.68,2.35,0.4,2.64,0.55,1.51,0.23,1.44,0.2,1.57,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,454589.0,
[14216],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SOUTHERN KALGOORLIE TERRANE,-28.0,-30.0,121.0,122.0,SAE,,,s_447-7 [14216],BASALT [14216],2700000000 [14216],2700000000 [14216],NEO [14216],ARCHEAN [14216],,,,,VOL,,,,,WR [14216] ,50.01,0.92,,15.07,,0.57,7.48,7.99,10.26,3.2,0.23,,0.04,2.34,0.08,,,,,,,,,,,,,,,0.1,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,277.0,342.0,,,66.0,191.0,90.0,122.0,,,,,,1.6,143.3,22.0,51.0,2.54,,,,,,,,,,,,,37.6,3.12,7.41,1.27,6.8,2.18,0.7,3.1,0.56,3.91,0.82,2.44,0.34,2.2,0.35,1.44,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,454590.0,
