CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID,Unnamed: 171
[5702],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - NORSEMAN-WILUNA GREENSTONE BE,"DESIRABLE PILLOW LAVAS, NORSEMAN",-32.2,-32.2,121.77,121.77,SAE,,,s_6 [5702],BASALT [5702],,,,ARCHEAN [5702],,,,INTERGRANULAR [5702] ,VOL,,,,,WR [5702] ,50.6,1.02,,15.2,,,,11.12,11.85,6.3,0.21,,0.31,1.89,0.08,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,968.0,,,,,,272.0,311.0,,,54.0,133.0,129.0,104.0,,,,,,,115.0,25.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166169.0,
[5702],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - NORSEMAN-WILUNA GREENSTONE BE,"MARAROA PILLOW LAVAS, NORSEMAN",-32.2,-32.2,121.77,121.77,SAE,,,s_7 [5702],BASALT [5702],,,,ARCHEAN [5702],,,,INTERGRANULAR [5702] ,VOL,,,,,WR [5702] ,50.8,0.97,,15.6,,,,11.16,11.36,5.62,0.26,,0.26,2.26,0.07,,,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,1900.0,,,,40.0,,305.0,302.0,,,56.0,120.0,121.0,118.0,,,,,,,91.0,29.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166170.0,
[5702],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - NORSEMAN-WILUNA GREENSTONE BE,NORSEMAN,-32.2,-32.2,121.77,121.77,SAE,,,s_8 [5702],BASALT [5702],,,,ARCHEAN [5702],,,,INTERGRANULAR [5702] ,VOL,,,,,WR [5702] ,49.5,0.92,,15.3,,,,11.45,11.04,7.46,0.19,,0.14,2.65,0.08,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,1504.0,,,,36.0,,256.0,377.0,,,52.0,81.0,128.0,81.0,,,,,,12.0,100.0,19.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166171.0,
[5702],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"LOWER FOOTWALL, KAMBALDA",-31.2,-31.2,121.67,121.67,SAE,,,s_9 [5702],BASALT [5702],,,,ARCHEAN [5702],,,,PORPHYRITIC [5702] ,VOL,,,,,WR [5702] ,51.6,0.67,,14.4,,,,10.62,11.5,8.03,0.19,,0.11,1.72,0.06,0.95,,,,0.05,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,,,,,,,475.0,,,,43.0,,235.0,426.0,,,53.0,89.0,91.0,80.0,,,,,,,105.0,19.0,35.0,,,,,,,,,,,,,,,2.24,5.92,,4.87,1.71,0.61,2.18,,,0.63,,0.26,1.88,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166172.0,
[5702],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"LOWER FOOTWALL, KAMBALDA",-31.2,-31.2,121.67,121.67,SAE,,,s_10 [5702],BASALT [5702],,,,ARCHEAN [5702],,,,PORPHYRITIC [5702] ,VOL,,,,,WR [5702] ,50.6,0.68,,14.2,,,,10.54,12.16,8.65,0.2,,0.07,1.57,0.06,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,373.0,,,,42.0,,239.0,493.0,,,54.0,116.0,88.0,78.0,,,,,,1.0,95.0,19.0,38.0,,,,,,,,,,,,,,,2.12,5.83,,4.66,1.7,0.53,2.11,,,0.62,,0.27,1.87,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166173.0,
[5702],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"LOWER FOOTWALL, KAMBALDA",-31.2,-31.2,121.67,121.67,SAE,,,s_11 [5702],BASALT [5702],,,,ARCHEAN [5702],,,,PORPHYRITIC [5702] ,VOL,,,,,WR [5702] ,50.9,0.69,,14.3,,,,10.63,11.32,8.33,0.2,,0.12,1.89,0.06,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,404.0,,,,41.0,,240.0,472.0,,,53.0,106.0,95.0,83.0,,,,,,,94.0,20.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166174.0,
[5702],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - NORSEMAN-WILUNA GREENSTONE BE,"MARAROA PILLOW LAVAS, NORSEMAN",-32.2,-32.2,121.77,121.77,SAE,,,s_17 [5702],BASALT [5702],,,,ARCHEAN [5702],,,,PORPHYRITIC [5702] ,VOL,,,,,WR [5702] ,51.4,0.7,,15.2,,,,10.63,11.95,6.89,0.23,,0.13,2.15,0.05,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,461.0,,,,44.0,,241.0,336.0,,,55.0,123.0,113.0,81.0,,,,,,1.0,95.0,17.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166180.0,
[5702],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - NORSEMAN-WILUNA GREENSTONE BE,NORSEMAN,-32.2,-32.2,121.77,121.77,SAE,,,s_18 [5702],BASALT [5702],,,,ARCHEAN [5702],,,,PORPHYRITIC [5702] ,VOL,,,,,WR [5702] ,50.0,0.67,,14.0,,,,11.53,11.72,7.89,0.23,,0.14,1.68,0.05,0.86,,,,0.12,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,42.0,,240.0,318.0,,,59.0,100.0,29.0,100.0,,,,,,1.0,74.0,17.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166181.0,
[5702],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,MOUNT HUNT,-30.8,-30.8,121.5,121.5,SAE,,,s_19 [5702],BASALT [5702],,,,ARCHEAN [5702],,,,PORPHYRITIC [5702] ,VOL,,,,,WR [5702] ,51.1,0.56,,11.53,,,,10.4,8.57,12.78,0.18,,0.78,1.4,0.06,1.33,,,,0.28,,,,,,,,,,,2.53,,,,,,,,,,,,,,,,,,,,,,,,403.0,,,,32.0,,,1328.0,,,67.0,296.0,63.0,85.0,,,,,,38.0,99.0,16.0,53.0,,,,,,,,,,,,,,,7.5,16.3,,7.18,1.73,0.66,1.77,,,0.5,,0.22,1.53,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166182.0,
[5702],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,MOUNT HUNT,-30.8,-30.8,121.5,121.5,SAE,,,s_20 [5702],BASALT [5702],,,,ARCHEAN [5702],,,,PORPHYRITIC [5702] ,VOL,,,,,WR [5702] ,51.8,0.58,,11.82,,,,10.19,8.26,12.29,0.18,,0.82,1.97,0.07,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,183.0,1268.0,,,67.0,271.0,79.0,73.0,,,,,,30.0,102.0,17.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166183.0,
[5702],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"UPPER FOOTWALL, KAMBALDA",-31.2,-31.2,121.67,121.67,SAE,,,s_21 [5702],BASALT [5702],,,,ARCHEAN [5702],,,,PORPHYRITIC [5702] ,VOL,,,,,WR [5702] ,52.3,0.59,,12.42,,,,10.11,10.39,9.77,0.18,,0.46,1.46,0.06,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,855.0,,,,33.0,,197.0,872.0,,,59.0,163.0,83.0,74.0,,,,,,12.0,228.0,18.0,63.0,,,,,,,,,,,,,,,8.48,17.21,,8.65,2.22,0.71,2.02,,,,,0.24,1.71,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166184.0,
[5702],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"UPPER FOOTWALL, KAMBALDA",-31.2,-31.2,121.67,121.67,SAE,,,s_22 [5702],BASALT [5702],,,,ARCHEAN [5702],,,,PORPHYRITIC [5702] ,VOL,,,,,WR [5702] ,52.7,0.61,,12.59,,,,10.28,9.63,10.29,0.18,,0.41,1.55,0.06,,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,1232.0,,,,34.0,,194.0,861.0,,,58.0,173.0,94.0,76.0,,,,,,12.0,162.0,18.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166185.0,
[5702],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,MOUNT HUNT,-30.8,-30.8,121.5,121.5,SAE,,,s_24 [5702],BASALT [5702],,,,ARCHEAN [5702],,,,PORPHYRITIC [5702] ,VOL,,,,,WR [5702] ,53.8,0.65,,13.36,,,,9.55,9.82,8.26,0.17,,0.95,1.65,0.07,,,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,36.0,,209.0,530.0,,,56.0,88.0,104.0,88.0,,,,,,37.0,148.0,20.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166187.0,
[5702],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,KALGOORLIE,-30.75,-30.75,121.45,121.45,SAE,,,s_25 [5702],BASALT [5702],,,,ARCHEAN [5702],,,,PORPHYRITIC [5702] ,VOL,,,,,WR [5702] ,54.1,0.68,,14.1,,,,9.81,8.68,7.71,0.17,,0.53,1.94,0.08,3.79,,,,0.17,,,,,,,,,,,2.24,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,32.0,,193.0,530.0,,,56.0,88.0,104.0,88.0,,,,,,37.0,148.0,20.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166188.0,
[5702],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,KALGOORLIE,-30.75,-30.75,121.45,121.45,SAE,,,s_26 [5702],BASALT [5702],,,,ARCHEAN [5702],,,,PORPHYRITIC [5702] ,VOL,,,,,WR [5702] ,54.2,0.7,,14.5,,,,9.99,10.48,6.78,0.18,,0.03,1.29,0.08,2.91,,,,1.19,,,,,,,,,,,3.68,,,,,,,,,,,,,,,,,,,,,,,,866.0,,,,32.0,,206.0,420.0,,,48.0,87.0,82.0,146.0,,,,,,9.0,138.0,21.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166189.0,
[5702],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,MOUNT HUNT,-30.8,-30.8,121.5,121.5,SAE,,,s_29 [5702],BASALT [5702],,,,ARCHEAN [5702],,,,VARIOLITIC [5702] ,VOL,,,,,WR [5702] ,46.7,0.73,,13.63,,,,13.95,10.02,11.78,0.33,,0.65,0.36,0.08,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,222.0,644.0,,,78.0,273.0,70.0,161.0,,,,,,21.0,66.0,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166192.0,
[5702],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"LOWER HANGING WALL, KAMBALDA",-31.2,-31.2,121.67,121.67,SAE,,,s_30 [5702],BASALT [5702],,,,ARCHEAN [5702],,,,VARIOLITIC [5702] ,VOL,,,,,WR [5702] ,48.7,0.77,,15.8,,,,13.59,8.2,9.97,0.23,,0.04,1.23,0.09,,,,,,,,,,,,,,,,9.79,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,37.0,,216.0,765.0,,,93.0,174.0,10.0,145.0,,,,,,,90.0,18.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166193.0,
[5702],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"LOWER HANGING WALL, KAMBALDA",-31.2,-31.2,121.67,121.67,SAE,,,s_31 [5702],BASALT [5702],,,,ARCHEAN [5702],,,,VARIOLITIC [5702] ,VOL,,,,,WR [5702] ,57.3,0.71,,16.0,,,,4.54,12.92,2.65,0.21,,0.29,4.22,0.08,,,,,,,,,,,,,,,,8.27,,,,,,,,,,,,,,,,,,,,,,,,282.0,,,,38.0,,183.0,710.0,,,39.0,132.0,89.0,41.0,,,,,,3.0,281.0,29.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166194.0,
[5702],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"LOWER HANGING WALL, KAMBALDA",-31.2,-31.2,121.67,121.67,SAE,,,s_32 [5702],BASALT [5702],,,,ARCHEAN [5702],,,,VARIOLITIC [5702] ,VOL,,,,,WR [5702] ,53.7,0.75,,16.4,,,,8.34,7.78,7.4,0.13,,0.09,3.69,0.07,,,,,,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,346.0,,,,35.0,,222.0,589.0,,,65.0,146.0,73.0,93.0,,,,,,,205.0,25.0,67.0,,,,,,,,,,,,,,,3.04,7.55,,4.71,1.53,0.52,1.93,,,0.55,,0.22,1.57,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166195.0,
[5702],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"UPPER FOOTWALL, KAMBALDA",-31.2,-31.2,121.67,121.67,SAE,,,s_10 [5702],BASALT [5702],,,,ARCHEAN [5702],,,,PORPHYRITIC [5702] ,VOL,,,,,WR [5702] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,16.92,,9.54,2.3,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166196.0,
[5702],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"UPPER FOOTWALL, KAMBALDA",-31.2,-31.2,121.67,121.67,SAE,,,s_11 [5702],BASALT [5702],,,,ARCHEAN [5702],,,,PORPHYRITIC [5702] ,VOL,,,,,WR [5702] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,18.1,,10.31,2.29,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166197.0,
[5122],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"HOLE PAGD11, KALGOORLIE",-30.75,-30.75,121.45,121.45,SAE,,,s_K360 [5122],BASALT [5122],,,,ARCHEAN [5122],,,,,VOL,,,,,WR [5122] ,45.84,1.2,,14.21,,0.41,10.44,,7.88,4.2,0.24,,0.93,2.14,0.11,,,,,,,,,,,,,0.15,,,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,416.0,156.0,,,51.0,92.0,61.0,79.0,17.0,,,,,30.0,153.0,23.0,74.0,4.0,,,,,,,,,,,,,99.0,4.35,12.25,1.97,4.17,1.54,0.61,1.77,0.19,0.82,0.13,0.36,0.06,0.45,0.07,0.2,0.02,,,,,,,,,0.0,,0.0,1.0,0.513249,,,,,,,,,,,,,,,,,,,,,,,,166285.0,
[5122],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"HOLE PAGD11, KALGOORLIE",-30.75,-30.75,121.45,121.45,SAE,,,s_K361 [5122],BASALT [5122],,,,ARCHEAN [5122],,,,,VOL,,,,,WR [5122] ,48.78,1.19,,14.26,,0.56,10.92,,6.33,3.25,0.25,,0.94,2.59,0.11,,,,,,,,,,,,,0.12,,,10.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,434.0,153.0,,,49.0,93.0,60.0,95.0,17.0,,,,,29.0,136.0,24.0,72.0,3.0,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,166286.0,
[5122],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"HOLE PAGD11, KALGOORLIE",-30.75,-30.75,121.45,121.45,SAE,,,s_K362 [5122],BASALT [5122],,,,ARCHEAN [5122],,,,,VOL,,,,,WR [5122] ,46.44,1.15,,14.02,,0.65,10.87,,7.2,3.95,0.21,,2.12,1.32,0.1,,,,,,,,,,,,,0.16,,,12.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,431.0,153.0,,,47.0,92.0,78.0,103.0,18.0,,,,,63.0,102.0,24.0,69.0,3.0,,,,,,,,,,,,,134.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,166287.0,
[5122],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"HOLE PAGD11, KALGOORLIE",-30.75,-30.75,121.45,121.45,SAE,,,s_K363 [5122],BASALT [5122],,,,ARCHEAN [5122],,,,,VOL,,,,,WR [5122] ,45.08,1.42,,14.61,,0.29,9.41,,9.14,2.52,0.37,,1.83,1.33,0.17,,,,,,,,,,,,,0.17,,,14.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,398.0,252.0,,,34.0,93.0,47.0,126.0,17.0,,,,,55.0,246.0,23.0,104.0,4.0,,,,,,,,,,,,,176.0,6.19,14.93,2.15,9.56,2.7,0.71,1.95,0.24,1.08,0.21,0.61,0.11,0.77,0.14,0.6,0.08,,,,,,,,,3.0,,0.0,0.0,0.512235,,,,,,,,,,,,,,,,,,,,,,,,166288.0,
[5122],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"HOLE PAGD11, KALGOORLIE",-30.75,-30.75,121.45,121.45,SAE,,,s_K364 [5122],BASALT [5122],,,,ARCHEAN [5122],,,,,VOL,,,,,WR [5122] ,42.37,1.54,,12.88,,0.23,10.44,,10.08,4.06,0.21,,0.69,1.77,0.2,,,,,,,,,,,,,0.35,,,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,382.0,196.0,,,42.0,86.0,54.0,108.0,17.0,,,,,25.0,167.0,27.0,107.0,5.0,,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,166289.0,
[5122],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"HOLE PAGD11, KALGOORLIE",-30.75,-30.75,121.45,121.45,SAE,,,s_K365 [5122],BASALT [5122],,,,ARCHEAN [5122],,,,,VOL,,,,,WR [5122] ,48.02,1.81,,15.13,,1.08,8.33,,7.35,2.36,0.34,,1.35,2.12,0.24,,,,,,,,,,,,,0.31,,,11.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,441.0,228.0,,,50.0,100.0,52.0,85.0,20.0,,,,,48.0,213.0,30.0,128.0,5.0,,,,,,,,,,,,,243.0,7.83,19.02,2.74,4.93,1.86,0.87,2.44,0.29,1.25,0.32,0.75,0.12,0.89,0.14,0.5,0.03,,,,,,,,,4.0,,2.0,2.0,0.513288,,,,,,,,,,,,,,,,,,,,,,,,166290.0,
[5122],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"HOLE PAGD11, KALGOORLIE",-30.75,-30.75,121.45,121.45,SAE,,,s_K366 [5122],BASALT [5122],,,,ARCHEAN [5122],,,,,VOL,,,,,WR [5122] ,46.37,1.71,,14.09,,1.02,8.99,,8.41,2.83,0.34,,0.87,2.57,0.23,,,,,,,,,,,,,0.23,,,12.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,414.0,218.0,,,49.0,92.0,57.0,96.0,18.0,,,,,29.0,209.0,30.0,121.0,5.0,,,,,,,,,,,,,151.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,166291.0,
