NA2O(WT%),MGO(WT%),AL2O3(WT%),SIO2(WT%),P2O5(WT%),K2O(WT%),CAO(WT%),TIO2(WT%),MNO(WT%),FEOT(WT%),RB(PPM),V(PPM),CR(PPM),CO(PPM),NI(PPM),BA(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),TH(PPM),TECTONIC SETTING,longitude,latitude,AGE,PUBLICATION_YEAR
2.47,5.62,18.06,50.17,0.49,2.24,11.32,0.88,0.15,,68.0,251.0,54.0,29.82,40.0,939.0,702.0,25.0,157.0,17.9,45.0,90.94,10.7,41.0,8.1,2.1,6.7,0.92,4.9,0.89,2.4,2.3,0.36,3.6,1.21,15.3,Continental arc,15.216,38.794,HOLOCENE,2006
3.22,6.14,17.13,50.19,0.24,0.37,10.49,1.33,0.17,,7.0,205.0,40.0,,30.0,158.0,321.0,25.2,116.0,55.8,10.6,25.6,3.66,15.9,4.11,1.35,4.23,0.76,4.47,0.95,2.59,2.59,0.366,2.8,0.48,2.96,Continental arc,176.09,-38.508,,1996; 2017
2.44,6.6,17.47,50.51,0.21,0.48,11.05,1.11,0.17,9.96,,,,,,159.681,568.019,15.478,45.068,,5.706,14.461,,10.256,2.694,0.99,2.93,0.438,2.608,0.539,1.508,1.363,0.203,,,0.558,Continental arc,138.3,36.1,,2009
3.51,4.6,19.0,52.6,0.12,1.01,9.2,0.84,0.18,,20.42,191.16,9.61,28.49,13.64,407.86,452.74,16.45,55.83,1.23,6.75,15.63,2.39,10.21,2.81,0.92,2.99,0.47,2.93,0.61,1.74,1.7,0.26,1.68,0.09,1.8,Continental arc,-89.633,13.817,HOLOCENE,1981; 2009
3.5,5.0,17.7,52.9,,0.87,7.5,0.77,,6.48,9.0,179.0,6.0,,9.0,,568.0,17.0,129.0,,,,,,,,,,,,,,,,,,Continental arc,-91.55,14.76,,1987
3.84,5.97,17.4,51.9,0.41,1.29,8.83,1.43,0.16,8.83,,236.0,123.0,30.0,57.0,422.0,611.0,,148.0,,,,,,,,,,,,,,,,,,Continental arc,160.099,57.412,QUATERNARY,2010
3.48,7.47,17.07,52.08,0.26,0.91,8.51,1.05,0.15,,18.0,223.0,285.0,36.0,126.0,358.0,525.0,22.0,102.0,3.6,10.2,24.6,3.7,17.3,4.3,1.32,3.9,0.62,3.6,0.7,1.93,1.81,0.26,2.6,0.21,1.41,Continental arc,158.07,53.93,,2000
3.24,4.84,17.72,49.71,0.564,4.108,10.08,0.84,0.212,,117.5,224.4,108.1,,26.7,706.1,1153.3,34.8,212.0,41.4,104.7,189.0,,74.2,,3.76,12.0,,,,,2.34,0.29,4.3,1.78,22.0,Continental arc,110.8,-7.5,,
3.02,6.18,18.6,47.66,0.4,0.67,10.47,1.47,0.13,,15.2,,100.0,33.7,45.0,340.0,740.0,16.1,110.0,,17.5,34.2,,17.8,3.75,1.17,,0.53,,,,1.77,,2.4,0.8,2.12,Continental arc,134.0,35.0,CENOZOIC,1990
2.71,6.0,17.21,51.74,0.16,0.71,10.08,1.16,0.18,,22.0,244.0,60.0,,26.0,262.0,357.0,24.0,108.0,4.0,9.8,25.9,,18.3,3.9,1.25,,0.69,,,,2.29,0.36,2.98,0.33,2.29,Continental arc,176.0,-38.0,,1993
2.23,8.78,15.74,51.73,0.2,0.93,10.55,0.65,0.16,,31.0,,817.0,37.0,114.0,263.0,547.0,14.0,81.0,6.0,19.1,39.6,,16.9,3.02,1.04,,0.52,,,,1.67,0.3,1.84,0.26,3.8,Continental arc,11.366,38.55,,1992; 2004
1.48,9.34,12.48,45.96,0.35,1.13,12.3,2.16,0.15,,20.2,328.0,850.0,,301.0,708.0,527.0,24.5,179.0,30.6,30.9,67.7,,,6.6,2.0,,1.3,,,,1.5,0.28,,,,Continental arc,133.25,34.9,,1994
2.83,6.79,17.83,49.78,0.26,0.72,10.54,1.07,0.17,9.64,10.0,,159.0,38.0,57.0,279.0,446.8,16.0,86.0,6.0,10.5,22.6,,14.9,3.85,1.2,4.1,0.56,,,,1.9,0.29,2.33,0.2,2.03,Continental arc,-156.14,58.04,,2004
2.39,7.94,17.38,48.89,0.11,0.41,10.67,0.82,0.18,,5.0,319.0,126.0,45.0,88.0,132.0,396.0,19.0,51.0,1.3,4.24,11.12,1.74,8.55,2.45,0.88,2.96,0.5,3.16,0.66,1.93,1.74,0.27,1.31,0.11,0.43,Continental arc,159.6,54.07,NEOGENE,2009
2.1,6.1,17.28,51.75,0.1,0.14,10.69,0.87,0.19,10.0,0.9,298.0,,,,94.7,256.0,24.1,37.9,1.4,4.36,9.21,1.7,8.25,2.34,0.969,3.27,0.527,3.4,0.768,2.19,1.99,0.307,1.12,0.09,0.449,Continental arc,140.594,40.404,QUATERNARY,2015
3.55,5.26,16.7,49.32,1.09,3.94,6.15,1.72,0.15,,97.0,120.0,88.0,27.0,90.0,1346.0,1443.0,26.87,372.0,113.0,121.16,208.86,18.43,66.49,10.61,3.22,8.33,1.12,5.37,0.88,2.22,1.55,0.21,7.64,6.31,14.8,Continental arc,131.5,43.67,MIOCENE,2007
2.23,5.88,16.08,50.32,0.72,3.9,10.15,0.91,0.15,7.51,144.0,253.0,100.0,29.0,30.0,1590.0,742.0,25.0,182.0,31.0,49.0,103.0,11.2,43.0,10.6,2.7,8.0,1.1,5.2,0.9,2.5,2.2,0.32,5.1,1.5,21.2,Continental arc,15.207,38.792,HOLOCENE,2014
2.844,8.147,15.332,52.244,0.159,0.644,9.529,0.944,0.163,8.56,12.499,250.009,335.348,37.203,87.912,231.632,287.335,21.187,75.19,,,,,,,,,,,,,,,,,,Continental arc,160.806,56.315,,2017
2.45,7.14,12.8,48.8,0.109,0.164,9.86,1.3,0.239,14.49,7.25,412.0,63.2,46.0,63.3,25.0,173.0,24.6,47.0,3.19,4.12,10.9,1.66,8.54,2.69,1.08,3.82,0.664,4.49,0.958,2.85,2.66,0.396,1.95,0.24,,Continental arc,137.65,36.2,,2017
2.856,7.502,15.103,52.939,0.177,0.955,9.917,0.902,0.167,8.27,16.094,258.39,208.362,34.149,54.337,322.356,344.216,20.771,70.407,,,,,,,,,,,,,,,,,,Continental arc,160.827,56.206,,2017
3.52,6.95,14.38,52.67,0.28,0.93,7.0,1.72,0.13,9.36,25.0,,278.0,41.0,,464.0,,24.0,123.0,20.0,14.9,34.0,,19.3,5.28,1.7,,0.73,,,,1.47,0.24,3.1,1.0,3.0,Continental arc,8.8,39.7,NEOGENE,1982
3.98,4.52,18.41,52.51,0.2,0.64,9.32,1.24,0.07,6.1,6.0,206.0,133.0,,76.0,265.0,449.0,29.0,184.0,4.0,11.02,31.21,,,4.7,1.44,,,,,,2.4,0.37,,,,Continental arc,137.25,37.25,NEOGENE,2002
3.78,6.4,17.7,50.0,0.41,1.07,9.42,1.52,0.17,9.49,12.0,249.0,129.0,37.0,62.0,404.0,655.0,23.0,138.0,8.0,14.37,34.01,4.65,20.44,4.83,1.56,5.05,0.75,4.6,0.92,2.62,2.36,0.36,3.16,0.41,1.26,Continental arc,160.087,57.399,QUATERNARY,2010
2.91,8.62,15.64,49.57,0.37,0.7,8.66,1.21,0.16,10.4,22.7,231.0,490.0,44.0,174.0,138.0,467.0,19.9,124.0,7.0,12.9,31.1,4.63,20.7,4.91,1.6,4.63,0.66,4.15,0.76,2.1,1.84,0.27,3.01,0.39,1.81,Continental arc,137.5,35.75,PLEISTOCENE,1999; 2002
3.8,6.28,17.6,50.3,0.41,1.12,9.29,1.49,0.17,9.22,,246.0,127.0,39.0,56.0,419.0,646.0,,141.0,,,,,,,,,,,,,,,,,,Continental arc,160.103,57.406,QUATERNARY,2010
2.81,5.93,17.41,51.02,0.19,0.73,10.53,1.1,0.17,8.98,16.0,267.0,62.0,,21.0,206.0,344.0,24.0,99.0,6.0,0.0,32.0,,11.0,,,,,,,,,,,,2.0,Continental arc,176.25,-38.3,,2007
2.98,9.35,16.82,49.09,0.27,0.41,8.5,1.28,0.16,8.41,6.0,,,,,165.0,334.0,28.0,110.0,13.0,,,,15.3,3.82,,,,,,,,,,,,Continental arc,139.0,38.0,MIOCENE,1997
3.16,5.51,17.5,48.5,0.24,0.99,9.82,1.27,0.21,12.0,22.3,304.0,70.0,,,176.0,329.0,26.7,120.0,8.5,11.9,26.3,3.49,14.5,3.92,1.38,4.74,0.78,4.6,0.95,3.02,2.68,0.4,2.7,0.5,2.93,Continental arc,109.21,-7.24,HOLOCENE,2021
3.222,7.554,18.39,48.2,0.2227,1.177,11.67,0.9911,0.17,7.37,,229.2,165.9,,80.2,,,,102.3,,,,,,,,,,,,,,,,,,Continental arc,23.281,37.622,,2022
3.14,6.5,17.36,47.04,0.7,2.24,8.42,2.68,0.15,9.17,79.0,206.0,190.0,34.0,161.0,954.0,857.0,25.0,294.0,141.0,71.0,100.0,,,,,,,,,,,,,,21.0,Continental arc,-1.15,37.65,,2015
4.71,7.63,15.8,46.97,0.66,1.11,8.84,2.71,0.19,10.24,24.0,201.0,181.0,,138.0,750.0,690.0,27.0,242.0,63.0,,,,,,,,,,,,,,,,,Continental arc,129.75,33.25,PLEISTOCENE,1991
3.21,7.56,16.99,51.5,0.23,0.92,8.91,1.02,0.17,,18.0,238.0,259.0,38.0,111.0,298.0,475.0,22.0,92.0,3.2,9.4,22.6,3.4,15.6,4.0,1.22,3.7,0.61,3.6,0.73,2.12,1.98,0.29,2.42,0.2,1.53,Continental arc,158.07,53.93,,2000
3.55,7.4,15.57,50.55,0.16,0.09,12.06,1.5,0.15,8.79,0.0,268.0,340.0,40.0,105.0,,115.0,44.0,119.0,2.9,3.3,,,,,1.42,,0.81,,,,,,2.7,0.15,0.111,Continental arc,-91.038,12.496,MIOCENE,1982
2.13,9.99,16.3,49.1,0.12,0.43,10.61,0.705,0.18,10.05,7.0,284.0,218.0,51.0,109.0,237.0,452.0,14.0,45.0,0.8,3.73,10.16,1.47,7.17,2.07,0.73,2.34,0.37,2.41,0.51,1.49,1.39,0.21,1.38,0.05,0.55,Continental arc,160.652,57.535,PLIOCENE,2010
3.72,6.91,14.81,46.56,0.95,1.33,9.28,2.99,0.18,13.26,20.0,,149.6,,43.0,307.0,942.0,23.0,175.0,28.0,38.4,92.4,,57.1,9.2,2.8,,,,,,1.8,0.2,4.5,1.9,3.4,Continental arc,130.25,33.5,CENOZOIC,2003
3.2477553593947,5.45,16.93,52.43,0.4,2.79,8.54,1.09,0.14,6.92854478803598,130.0,195.0,160.0,26.0,53.0,783.0,547.0,24.0,135.0,,,,,,,,,,,,,,,,,,Continental arc,-2.988,35.255,NEOGENE,2005
1.99,10.63,14.56,51.68,0.07,0.7,10.71,0.53,0.14,,9.0,134.0,850.0,54.0,286.0,170.0,241.0,14.0,59.0,,,,,,,,,,,,,,,,,,Continental arc,141.25,41.0,,1988; 1994
3.5,5.41,18.33,51.53,0.19,0.79,8.05,0.85,0.55,9.67,11.7556666666667,334.981,68.0846666666667,40.3803333333333,12.2013333333333,229.232666666667,337.134666666667,14.986,47.932,1.19766666666667,8.203,14.672,1.88366666666667,8.691,2.366,0.721,2.494,0.368,2.8,0.569,1.75566666666667,1.934,0.268333333333333,1.37166666666667,0.426666666666667,0.685666666666667,Continental arc,-86.0,13.0,,2020
2.09,9.35,16.56,47.62,0.22,1.14,8.26,1.05,0.14,7.51,24.0,213.0,318.0,,151.0,246.0,364.0,24.0,98.0,8.9,,,,13.9,3.4,,,,,,,,,,,,Continental arc,139.415,38.04,MIOCENE,2006
1.61,5.85,15.84,51.46,0.07,0.15,10.47,0.96,0.2,11.38,2.6,,,,,,175.0,,,,,,,,,,,,,,,,,,,,Continental arc,140.065,40.175,PLIOCENE,2006; 2008
1.93,4.7,16.6,48.7,0.26,1.6,5.8,0.8,0.08,,48.2,140.0,57.0,11.0,27.0,112.0,596.0,14.4,83.0,7.96,19.8,46.0,4.61,19.0,3.64,0.93,3.46,0.53,2.8,0.52,1.51,1.56,0.25,3.7,0.75,12.14,Continental arc,133.0,43.5,CRETACEOUS,2002
3.8,6.21,17.4,51.0,0.44,1.2,9.03,1.44,0.16,8.94,,232.0,130.0,34.0,62.0,412.0,619.0,,148.0,,,,,,,,,,,,,,,,,,Continental arc,160.078,57.394,QUATERNARY,2010
3.29,4.69,17.52,50.51,0.24,0.81,9.53,1.46,0.22,11.02,20.809,342.788,9.713,31.158,293.134,362.153,375.629,34.461,139.999,5.022,10.337,26.019,3.927,18.011,4.751,1.597,5.573,0.905,5.695,1.186,3.325,3.18,0.483,3.597,0.358,1.93,Continental arc,-164.69,54.53,HOLOCENE,1998; 2003; 2005; 2016
3.11,6.03,16.3,51.29,0.63,1.0,8.05,1.94,0.15,9.54,,,156.0,49.6,,318.0,564.0,,,,26.5,63.8,,34.0,7.48,2.2,,,,,,2.93,0.41,5.64,1.79,2.06,Continental arc,140.05,39.2,MIOCENE,1989
1.86,6.93,16.3,50.5,0.07,1.14,10.1,0.7,0.17,8.3,67.0,,134.0,40.0,31.0,291.0,204.0,14.0,52.0,1.78,2.74,6.93,1.04,5.06,1.57,0.74,1.96,0.35,2.3,0.48,1.37,1.27,0.19,0.85,0.14,0.47,Continental arc,-4.45,36.88,NEOGENE,2004
2.32,5.47,18.73,48.07,0.19,1.35,11.06,1.02,0.14,8.57,16.0,249.0,12.6,27.9,16.9,506.0,807.0,19.8,87.6,2.44,23.3,51.4,6.52,27.0,5.52,1.67,4.52,0.68,3.59,0.72,2.0,1.81,0.27,2.31,0.14,3.87,Continental arc,95.21,20.911,QUATERNARY,2016
3.28,5.92,18.25,51.68,0.32,1.12,9.07,0.96,0.19,8.22,19.0,225.0,4.0,,5.0,252.0,426.0,22.0,87.0,5.0,,,,,,,,,,,,,,,,,Continental arc,109.92,-7.2,QUATERNARY,2016
2.14,5.16,18.22,52.52,0.097,0.18,9.01,0.82,0.181,9.53,4.9,271.0,68.0,,23.0,130.0,282.0,20.0,54.0,2.36,5.86,14.01,1.84,8.53,2.32,0.88,2.45,0.49,2.75,0.58,1.8,1.87,0.28,1.37,0.0,1.21,Continental arc,140.932,39.981,,2009
3.88,6.59,13.04,44.68,0.81,0.45,8.57,3.08,0.16,12.04,6.0,287.0,25.0,47.0,69.0,310.0,262.0,40.0,254.0,62.0,,,,,,,,,,,,,,,,,Continental arc,135.9,35.45,,2007
2.3,11.06,15.42,48.99,0.11,0.32,11.35,0.8,0.16,9.12,7.9,285.0,632.0,,184.0,88.0,197.0,16.0,49.0,3.0,4.0,10.0,,5.0,,,,,,,,,,,,0.86,Continental arc,108.05,-7.25,,1990
2.24,7.01,17.33,47.21,0.15,0.1,11.68,0.97,0.18,10.36,3.0,,244.0,37.0,83.0,68.0,303.0,22.0,67.0,2.0,6.8,16.4,,,2.8,0.0,,0.0,,,,2.5,0.4,0.0,0.0,0.0,Continental arc,133.17,35.58,MIOCENE,1994
2.38,7.93,15.36,52.46,0.08,0.63,10.49,0.52,0.14,,11.0,198.0,221.0,50.0,76.0,,298.0,18.0,68.0,,,,,,,,,,,,,,,,,,Continental arc,141.25,41.0,,1988; 1994
3.43,7.18,17.2,50.68,0.34,1.21,9.2,1.52,0.14,8.34,32.3,,,,90.4,434.0,751.0,23.0,139.0,17.7,29.5,52.5,,,5.0,1.7,,,,,,2.0,0.4,3.4,,3.0,Continental arc,133.57,35.38,QUATERNARY,2000
3.53,7.24,16.48,52.81,0.33,1.38,7.76,1.2,0.14,7.5,23.24,178.68,254.8,48.1,145.6,409.5,479.4,24.68,158.14,12.03,22.04,49.07,6.15,24.46,5.04,1.45,4.64,0.71,4.27,0.88,2.4,2.21,0.34,3.69,0.73,2.85,Continental arc,140.015,42.135,MIOCENE,2011
1.07,5.9,17.71,51.01,0.07,0.13,11.44,0.76,0.18,,4.0,,,,,,183.0,18.0,31.0,2.0,,,,,,,,,,,,,,,,,Continental arc,140.75,38.25,MIOCENE,1989
2.96,7.27,16.56,52.03,0.2,0.59,10.55,0.82,0.16,,9.0,290.0,24.0,,23.0,206.0,263.0,20.0,62.0,2.0,25.0,48.0,,21.0,4.1,1.5,,0.54,,,,2.2,0.31,2.03,0.55,3.0,Continental arc,11.366,38.55,,1993; 1994; 2004
2.16,8.43,15.0,50.6,0.18,1.67,9.23,0.57,0.16,8.889,23.1,,,,,251.0,520.0,13.7,27.5,1.34,3.36,7.21,1.02,4.83,1.51,0.57,1.97,0.36,2.3,0.54,1.5,1.58,0.24,0.86,,0.26,Continental arc,171.1,60.8,CRETACEOUS,2023
2.86,4.72,16.4,50.7,0.22,1.07,10.5,1.02,0.21,11.0,24.0,346.0,45.0,,30.0,818.0,478.0,,,,,,,,,,,,,,,,,,,,Continental arc,-86.15,11.98,QUATERNARY,1993
4.7,6.93,15.59,47.22,0.84,0.99,9.17,2.59,0.15,9.05,20.0,202.0,219.0,46.0,144.0,816.0,831.0,23.0,273.0,68.0,55.34,106.6,12.0,45.53,8.5,2.58,6.71,0.92,4.81,0.82,2.08,1.73,0.26,5.88,5.06,18.0,Continental arc,-1.32,37.6,PLIOCENE,2009
3.33,8.43,15.2,50.36,0.51,2.52,6.97,2.19,0.12,,48.0,,,,,,853.0,25.0,,43.0,,,,,,,,,,,,,,,,,Continental arc,8.7,40.0,NEOGENE,1975
2.62,10.74,15.61,51.14,0.11,0.13,9.45,0.77,0.16,7.96,3.0,,628.0,,274.0,,251.0,21.0,81.0,0.9,,,,,,,,,,,,,,,,,Continental arc,137.25,37.25,,2013
2.26,4.95,18.8,50.2,0.16,0.46,11.4,0.78,0.18,10.1,7.37,276.89,24.42,32.14,18.31,369.91,446.17,15.81,35.21,1.25,3.13,7.92,1.36,6.4,2.01,0.75,2.33,0.38,2.56,0.54,1.56,1.5,0.23,1.04,0.08,0.36,Continental arc,-86.7,12.5,,1986; 2009
2.02,6.12,16.0,52.5,0.07,0.3,10.6,0.58,0.17,8.69,6.32,275.0,89.0,40.0,22.1,33.0,103.0,17.0,37.0,0.49,1.97,5.28,0.84,4.38,1.63,0.6,2.21,0.41,2.83,0.66,1.97,1.94,0.3,1.07,0.08,0.32,Continental arc,-3.031,35.942,MIOCENE,2008
2.61,7.06,16.8,50.5,0.16,0.55,10.5,1.11,0.19,9.72,,315.0,199.0,33.4,33.0,184.0,283.0,20.0,56.8,3.5,5.2,13.1,,12.5,3.1,1.13,3.8,0.71,4.1,,,2.3,0.38,2.6,0.11,0.314,Continental arc,160.17,56.14,PLEISTOCENE,1997; 1998
3.3,4.99,16.2,51.9,0.57,1.92,8.36,1.61,0.18,9.94,49.1,270.8,66.4,36.0,29.9,483.6,319.5,35.8,198.2,4.9,15.9,41.6,,26.9,,,,,,,,,,,,1.8,Continental arc,160.289,55.722,,2015
2.4,7.76,14.76,51.66,0.17,0.63,8.5,1.17,0.19,,6.47,210.0,309.0,,167.0,149.0,229.0,17.7,83.8,10.6,14.4,31.4,3.65,14.9,3.31,1.15,3.63,0.61,3.59,0.72,1.97,1.72,0.27,2.12,1.14,1.99,Continental arc,130.25,33.25,,2009
2.5,4.64,18.38,49.39,0.19,1.32,11.15,0.75,0.17,3.7,32.0,,,,20.0,344.0,749.0,19.0,81.0,4.0,22.0,39.0,,,,,,,,,,,,,,,Continental arc,14.58,38.58,,1993; 2000
3.6,5.2,17.8,52.1,,0.93,8.7,0.93,,7.38,8.0,222.0,8.0,,6.0,,589.0,16.0,120.0,,,,,,,,,,,,,,,,,,Continental arc,-91.55,14.76,,1987
2.08,4.85,17.34,52.91,0.112,0.28,8.3,0.9,0.2,10.73,6.6,332.0,29.0,,15.0,122.0,276.0,18.0,47.0,2.89,5.01,11.86,1.59,7.51,2.13,0.85,2.29,0.46,2.49,0.56,1.68,1.75,0.27,1.2,0.18,0.94,Continental arc,140.925,39.991,,2009
2.85,6.08,18.21,51.92,0.103,0.726,10.1,0.888,0.15,,19.0,252.8,54.8,31.7,44.6,159.7,246.7,22.31,88.7,4.4,8.37,18.49,2.39,10.79,2.82,0.85,3.21,0.58,3.56,0.76,2.27,2.21,0.35,2.45,0.21,3.32,Continental arc,25.4,36.6,,2009
1.78,5.33,17.68,52.55,0.08,0.42,9.52,0.79,0.14,9.93,5.4,,51.0,,10.0,,198.0,18.0,41.0,2.9,,,,,,,,,,,,,,,,,Continental arc,140.45,37.45,PLIOCENE,1990
1.72,8.92,16.02,47.95,0.11,0.34,13.72,0.71,0.18,10.31,8.0,302.0,246.0,53.0,80.0,257.0,398.0,16.0,39.0,,,,,,,,,,,,,,,,,,Continental arc,-86.19,12.08,HOLOCENE,
3.16,5.21,15.35,52.59,0.44,1.74,7.55,2.07,0.14,,50.4,252.0,89.0,,80.0,536.0,409.0,39.7,255.0,36.2,54.3,71.1,12.3,54.3,11.3,3.65,12.0,1.68,9.28,1.75,4.68,3.53,0.53,6.94,2.66,5.92,Continental arc,130.25,33.25,,2009
3.66,6.66,16.38,50.98,0.13,0.13,8.74,1.68,0.16,10.32,16.0,,253.0,31.0,35.0,253.0,179.0,28.0,91.0,3.6,,,,,,,,,,,,,,,,4.0,Continental arc,137.25,36.15,,2009
3.8,5.0,17.7,52.1,,0.82,8.2,0.92,,8.01,9.0,224.0,13.0,,8.0,,609.0,17.0,125.0,,,,,,,,,,,,,,,,,,Continental arc,-91.55,14.76,,1987
2.796,8.075,15.413,52.332,0.164,0.592,9.551,0.954,0.165,8.53,13.411,247.504,328.136,35.745,83.694,240.483,286.032,21.193,76.397,,,,,,,,,,,,,,,,,,Continental arc,160.806,56.315,,2017
4.03,7.47,15.97,50.21,0.09,0.22,9.66,0.74,0.27,7.91,0.4,247.0,83.0,78.0,50.0,99.2,217.5,13.4,51.7,1.71,4.57,11.99,1.89,9.64,2.97,1.11,3.56,0.64,4.05,0.92,2.54,2.39,0.35,1.33,0.11,0.52,Continental arc,138.631,36.79,MIOCENE,2016
3.86,5.36,18.27,48.59,0.67,1.34,8.09,1.97,0.16,9.16,27.0,,88.0,32.0,53.0,419.0,815.0,19.0,231.0,,38.0,94.0,,,7.0,,,,,,,2.1,0.3,,,3.6,Continental arc,134.7,35.5,,1990
2.49,6.54,17.19,50.1,0.45,2.15,11.57,0.85,0.14,7.82,66.3,259.6,148.7,32.0,52.3,936.4,718.1,25.7,155.6,19.0,47.1,93.6,10.5,41.9,7.9,2.3,6.8,0.9,4.8,0.9,2.4,2.1,0.3,3.4,1.1,16.0,Continental arc,15.21,38.79,,2012
2.03,6.22,17.53,47.64,0.24,2.03,10.63,1.1,0.23,10.6,36.3166666666667,376.161333333333,70.5156666666667,60.4626666666667,24.1186666666667,517.546,515.163333333333,17.9756666666667,51.3346666666667,1.87633333333333,7.82133333333333,17.06,2.483,12.001,3.46166666666667,1.15833333333333,3.58733333333333,0.586666666666667,3.46866666666667,0.678333333333333,2.001,1.626,0.257333333333333,1.468,0.665,1.10966666666667,Continental arc,-86.0,13.0,,2020
2.22,7.64,15.95,52.85,0.13,0.98,8.95,0.85,0.17,8.82,26.8,,,41.2,105.0,287.0,291.0,23.0,82.1,2.52,9.6,20.5,2.86,12.9,3.3,1.0,3.85,0.638,4.03,0.853,2.56,2.4,0.368,2.47,0.164,2.92,Continental arc,140.14,37.435,,2013
2.66,6.88,17.09,49.95,0.18,0.87,10.52,0.97,0.17,,15.0,346.0,279.0,39.0,46.0,332.0,478.0,17.0,66.0,1.3,6.6,17.61,2.75,12.66,3.55,1.08,3.22,0.51,2.96,0.61,1.77,1.55,0.24,1.82,0.32,0.98,Continental arc,160.5,56.0,,2001
2.48,6.56,16.07,49.98,0.16,0.28,12.33,1.54,0.15,9.33,4.0,290.0,353.0,41.0,99.0,,121.0,57.0,122.0,1.3,3.5,8.7,,,,1.4,,0.8,,,,,,2.8,0.14,0.127,Continental arc,-91.038,12.496,MIOCENE,1982
2.28,8.35,16.29,51.65,0.21,0.93,9.51,0.96,0.15,7.46,9.0,246.0,291.0,,145.0,188.0,365.0,22.0,87.0,7.2,10.125,23.274,3.049,13.1,3.3,1.12,3.639,0.585,3.615,0.773,2.28,2.202,0.337,,,,Continental arc,139.125,37.75,MIOCENE,2006
3.04,5.18,18.8,47.0,0.23,0.74,11.0,1.13,0.19,10.08,10.6,308.0,16.2,38.3,29.0,271.0,497.0,21.6,,,10.7,23.8,3.24,14.7,3.68,1.26,3.91,0.62,3.89,0.796,2.18,2.12,,,,1.39,Continental arc,114.02,-7.67,,2022
3.98,5.86,17.7,51.5,0.67,1.4,8.06,1.44,0.16,8.76,16.0,215.0,93.0,37.0,57.0,576.0,695.0,25.0,165.0,11.6,19.19,46.12,6.35,27.14,5.95,1.8,5.62,0.81,4.77,0.95,2.65,2.34,0.36,3.79,0.65,1.29,Continental arc,160.04,57.385,QUATERNARY,2010
2.91,9.32,17.17,47.91,0.25,0.8,10.08,1.07,0.18,9.9,15.0,,,,,256.0,528.0,19.0,99.0,4.0,,,,,,,,,,,,,,,,,Continental arc,-156.51,57.83,,2004
2.47,5.14,16.74,52.31,0.64,3.8,9.06,0.95,0.15,,143.0,,,,36.0,1032.0,891.0,29.0,213.0,29.0,,128.0,,,,,,,,,,,,,,15.36,Continental arc,15.21,38.79,HOLOCENE,1993; 1999
1.75,8.83,17.16,49.67,0.08,0.02,10.28,0.79,0.17,9.91,0.67,,,40.8,93.9,50.3,284.1,10.8,25.2,1.09,2.17,5.44,0.86,4.5,1.43,0.6,1.82,0.31,2.03,0.43,1.26,1.15,0.18,0.82,0.06,0.21,Continental arc,140.98,39.88,,2014
3.77,6.07,16.46,51.17,0.25,0.52,9.22,1.68,0.16,,4.0,240.0,140.0,23.0,79.0,551.0,250.0,23.0,130.0,4.0,12.0,29.0,,15.0,4.7,1.7,3.9,,3.9,0.8,2.8,2.8,,5.5,,,Continental arc,139.37,41.5,,1983; 1984; 1997
2.826,8.222,15.579,51.793,0.154,0.637,9.954,0.926,0.163,8.4,12.03,249.937,324.424,36.604,89.011,208.818,291.704,20.539,74.824,1.734,5.238,13.71,2.135,10.33,2.855,0.975,3.267,0.547,3.37,0.723,2.051,1.905,0.288,1.935,0.109,0.482,Continental arc,160.824,56.108,,2017
3.63,4.73,17.2,50.3,,1.67,8.57,1.91,0.2,11.2,43.0,281.0,18.0,,20.0,290.0,288.0,41.0,242.0,23.3,25.9,57.9,7.38,32.4,7.57,1.92,6.8,1.13,6.93,1.45,3.86,3.67,,5.64,,7.59,Continental arc,109.21,-7.24,,1995
1.542,9.517,18.331,49.388,0.055,0.1,10.944,0.363,0.179,8.98,2.2,,,,,32.4,109.0,7.8,15.1,0.11,0.524,1.704,0.305,1.693,0.664,0.337,1.014,0.191,1.287,0.29,0.856,0.855,0.14,0.456,0.015,0.086,Continental arc,-164.69,54.53,,2005; 2016
3.71,6.76,16.1,51.92,0.42,0.9,7.63,1.47,0.16,,8.66,156.29,145.68,26.88,81.91,187.9,488.86,19.21,54.46,6.75,11.61,27.52,3.6,16.47,3.67,1.24,4.47,0.61,3.7,0.73,2.08,1.86,0.27,1.23,0.42,,Continental arc,149.0,55.0,CRETACEOUS,2016
3.75,4.66,16.57,50.44,0.65,2.11,7.35,2.94,0.18,11.37,53.0,190.0,32.0,,27.0,585.0,529.0,37.0,253.0,48.0,,,,,,,,,,,,,,,,,Continental arc,130.0,33.25,MIOCENE,1994
2.56,6.46,16.69,50.73,0.38,2.08,10.66,0.9,0.15,,61.0,268.0,112.0,38.0,46.0,801.0,597.0,27.0,134.0,15.0,36.0,79.0,,36.0,,,,,,,,,,,,,Continental arc,15.21,38.79,,1993
